Parameter.Code Parameter.Omschrijving s27_conceptid S27_preflabel S27_altlabel
O2 zuurstof CS002779 oxygen O2
Fe ijzer CS000284 "total iron" total_Fe
Ca calcium CS002921 calcium Ca
K kalium CS002923 potassium K
Mg magnesium CS002981 magnesium Mg
Na natrium CS002904 sodium Na
DC4ySn "dibutyltin (kation)" CS000431 dibutyltin "DBT dibutylstannane"
DFySn "difenyltin (kation)" CS000452 diphenyltin "DPT diphenylstannane"
TC4ySn "tributyltin (kation)" CS002650 "tributyltin cation" "tributylstannylium TBT+"
T4C4ySn tetrabutyltin CS003148 tetrabutyltin 
Ag zilver CS002615 silver Ag
As arseen CS002328 arsenic As
B boor CS003263 boron B
Ba barium CS002335 barium Ba
Be beryllium CS003266 beryllium Be
Cd cadmium CS002363 cadmium Cd
Co kobalt CS002447 cobalt Co
Cr chroom CS002377 chromium Cr
Cu koper CS002454 copper Cu
Hg kwik CS001621 "total mercury" total_Hg
Li lithium CS002552 lithium Li
Mn mangaan CS000305 "total manganese" total_Mn
Mo molybdeen CS003003 molybdenum Mo
Ni nikkel CS002566 nickel Ni
Pb lood CS002545 lead Pb
Rb rubidium CS003116 rubidium Rb
Sb antimoon CS002962 antimony Sb
Se seleen CS002608 selenium Se
Sn tin CS003004 tin Sn
Sr strontium CS002622 strontium Sr
Te tellurium CS003145 tellurium Te
Ti titaan CS002918 titanium Ti
Tl thallium CS003132 thallium Tl
U uranium CS026907 uranium U
V vanadium CS002664 vanadium V
Zn zink CS002678 zinc Zn
aedsfn alfa-endosulfan CS002307 alpha-endosulfan 
aHCH alfa-hexachloorcyclohexaan CS002321 alpha-hexachlorocyclohexane alpha-HCH
alCl alachloor CS001173 alachlor 
aldn aldrin CS002293 aldrin 
Ant antraceen CS002027 anthracene 
atzne atrazine CS001579 atrazine 
BaP benzo(a)pyreen CS001908 benzo(a)pyrene 
BbF benzo(b)fluorantheen CS001915 benzo(b)fluoranthene 
bedsfn beta-endosulfan CS003282 beta-endosulfan 
Ben benzeen CS003272 benzene 
bentzn bentazon CS001187 bentazone bentazon
BghiPe benzo(ghi)peryleen CS001936 benzo(g,h,i)perylene 
bHCH beta-hexachloorcyclohexaan CS002349 beta-hexachlorocyclohexane beta-HCH
BkF benzo(k)fluorantheen CS001950 benzo(k)fluoranthene 
captn captan CS003284 captan 
cHCH "gamma-hexachloorcyclohexaan (lindaan)" CS002503 gamma-hexachlorocyclohexane "lindane gamma-HCH"
CHLFa chlorofyl-a CS002942 chlorophyllide-a 
cHpClepO cis-heptachloorepoxide CS002440 "cis-heptachlor epoxide" 
ClBen chloorbenzeen CS003286 chlorobenzene 
Clfvfs chloorfenvinfos CS001201 chlorfenvinphos chlorfenvinfos
Clidzn chloridazon CS001208 chloridazon 
Clpfm chloorprofam CS001600 chlorpropham 
Cltlrn chloortoluron CS001222 chlortoluron chlorotoluron
cumfs cumafos CS000375 coumaphos 
cumn cumeen CS003258 (1-methylethyl)benzene "isopropylbenzene cumene"
C1yazfs methylazinfos CS001586 azinphos-methyl 
C1yClprfs methylchloorpyrifos CS001215 chlorpyrifos-methyl 
C1ymsfrn methyl-metsulfuron CS000725 metsulfuron-methyl 
C1yprmfs methylpirimifos CS001425 pirimiphos-methyl 
C1yprton methylparathion CS003164 parathion-methyl 
c12DClC2e cis-1,2-dichlooretheen CS000333 cis-1,2-dichloroethene 
C2yazfs ethylazinfos CS001180 azinphos-ethyl 
C2yBen ethylbenzeen CS003317 ethylbenzene 
C2yClprfs ethylchloorpyrifos CS003289 chlorpyrifos 
