"conceptid";"preflabel";"modified";"altlabel";"definition"
"S04385";"beta spectroscopy";"10/6/2006 14:47:30";"";"Measurement of the quantity of radiation as a function of energy from beta particles."
"S04386";"digital float tide gauge";"10/6/2006 14:47:30";"";"A sea level recording instrument based on digital logging of the level of a float located in a stilling well."
"S04387";"digital step tide gauge";"10/6/2006 14:47:30";"";"A sea level recording instrument based on digital logging of whether a set of electrodes mounted at different heights are wet or dry."
"S04388";"hypobromate oxidation";"10/6/2006 14:47:30";"";"A wet chemical analytical technique for the determination of ammonium."
"S04389";"in-situ oxygen optode";"9/24/2007 15:02:30";"";"A sensor that measures dissolved oxygen concentration based on the ability of selected substances to act as dynamic fluorescence quenchers."
"S0439";"25cm path length red light transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits red (usually 660nm wavelength) light and measures how much of it reaches a receptor accurately located 25 cm away from the transmitter."
"S04390";"in-situ StowAway TidbiT temperature logger";"10/6/2006 14:47:30";"";"A specific type of water column temperature sensor with a quoted accuracy of 0.2C and resolution of 0.16C."
"S04391";"YSI in-situ oxygen and temperature probe";"3/9/2016 10:31:27";"";"A specific measurement system with dissolved oxygen and water temperature sensors."
"S04392";"ion probe analysis";"10/6/2006 14:47:30";"";"A technique in which the specimen is bombarded by a focused beam of ions (diameter less than 10mm) causing ions to be ejected from the specimen.  These are identified and quantified by passage through a mass spectrometer."
"S04393";"ion-exchange chromatography and U-Th mass spectrometry using 229Th-236U spike standard";"10/6/2006 14:47:30";"";"A U/Th dating technique in which the target ions are extracted by passing solution over an ion-exchange resin and then quantified with a spike standard by mass spectrometry."
"S04394";"laser ablation and mass spectrometry";"10/6/2006 14:47:30";"";"The process of removing material from a solid by irradiation with a pulsed laser for subsequent identification and quantification by determining ion mass-to-charge ratio in a mass spectrometer."
"S04395";"multi-beam echo sounder";"10/6/2006 14:47:30";"";"A system for determining water depth along a swath either side of the platform by measuring the time taken for the seabed echoes to return from a fan-shaped array of  beams of sound pulses."
"S04396";"multibeam echo sounder central beam";"10/6/2006 14:47:30";"";"Water depth measurement by determining the time taken for the seabed echo to return from the central, vertical sound pulse beam of a fan-shaped multibeam array."
"S04397";"radar water level recorder";"10/6/2006 14:47:30";"";"A precision water level measuring instrument based on radar that can be used to measure waves or sea level depending on sampling frequency and averaging intervals."
"S04398";"shipborne acoustic doppler current profiler (ADCP) beam 1";"10/6/2006 14:47:30";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument mounted on a moving platform such that the signal is transmitted downwards toward the seabed. Note that unless the ship is firmly anchored currents are not measured directly and need to be computed by differencing ship's velocities relative to land and water."
"S04399";"shipborne acoustic doppler current profiler (ADCP) beam 2";"10/6/2006 14:47:30";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument mounted on a moving platform such that the signal is transmitted downwards toward the seabed. Note that unless the ship is firmly anchored currents are not measured directly and need to be computed by differencing ship's velocities relative to land and water."
"S044";"autofluorescence microscopy";"10/2/2006 19:26:59";"";"Identification and quantification of biological entities that exhibit natural fluorescence by examination under an optical microscope in short-wavelength, usually blue, light."
"S0440";"25cm path length transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located 25 cm away from the transmitter."
"S04400";"shipborne acoustic doppler current profiler (ADCP) beam 3";"10/6/2006 14:47:30";"";"Current measurement from one transmitter on a type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument mounted on a moving platform such that the signal is transmitted downwards toward the seabed. Note that unless the ship is firmly anchored currents are not measured directly and need to be computed by differencing ship's velocities relative to land and water."
"S04401";"shipborne acoustic doppler current profiler (ADCP) beam 4";"10/6/2006 14:47:30";"";"Current measurement from one transmitter on a current meter capable of simultaneous measurement of current velocity at different depths based on determining Doppler shift of transmitted sound.  Instrument mounted on a moving platform such that the signal is transmitted downwards toward the seabed. Note that unless the ship is firmly anchored currents are not measured directly and need to be computed by differencing ship's velocities relative to land and water."
"S04402";"single-beam echo sounder";"10/6/2006 14:47:30";"";"An instrument that measures the depth of water by transmitting a single beam of sound pulses and determining the time taken for the seabed echo to return."
"S04403";"in-situ electromagnetic vector averaging current meter (VACM)";"4/15/2011 15:18:30";"VACM";"A type of current meter that determines current velocity in the water column in place in the field based on continuous averaging of the output from perpendicular electromagnetic flow sensors."
"S04404";"in-situ Savonius Rotor plus vane current meter";"10/30/2006 08:50:09";"";"A type of current meter that determines current velocity in the water column in place in the field, which determines direction though instrument alignment by vane and speed using a Savonius rotor (a drag-based propellor)."
"S04406";"infra-red laser rangefinder (infra-red LIDAR)";"9/19/2007 10:48:06";"LIDAR";"Device which uses an infrared laser beam to determine distance to an object by measuring the 2-way travel time of a reflected pulse"
"S04407";"digital step gauge";"11/27/2006 15:47:07";"";"A recording instrument based on digital logging of whether a set of electrodes mounted at different heights are wet or dry."
"S04408";"anodic stripping voltammetry";"1/24/2007 10:02:23";"";"Anodic stripping voltammetry is an electrolytic method in which a mercury electrode is held at a negative potential to reduce metal ions in solution and form an amalgam with the electrode."
"S04409";"SCUFA turbidity meter";"5/17/2007 15:03:33";"";"A specific type of instrument to measure optical backscatter"
"S0441";"300kHz broadband acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"300 kHz ADCP";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of sound transmitted at a range of frequencies around 300 kHz."
"S04410";"Sea-Bird SBE 43 sensor (second sensor)";"5/1/2016 17:52:30";"";"A specific type of dissolved oxygen sensor often interfaced onto a CTD package. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04411";"SeaPoint turbidity meter (second sensor)";"5/1/2016 17:52:30";"";"A specific type of instrument to measure optical backscatter. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04412";"in-situ chlorophyll fluorometer (second sensor)";"5/1/2016 17:52:30";"";"An instrument that determines the amount of chlorophyll in place in the field by measuring the quantity of red light (around 685nm) emitted by the target water volume following excitation by pulses of blue light (around 460-470nm). Deployed on a package of instruments or sensors as the second sensor of this type."
"S04413";"conductivity cell (second sensor)";"5/1/2016 17:52:30";"";"A glass cell containing electrodes, usually platinum, used to measure the electrical conductivity of the liquid occupying the cell. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04414";"dry bulb thermometer (second sensor)";"5/1/2016 17:52:30";"";"An instrument to measure air temperature. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04415";"humidity sensor (second sensor)";"5/1/2016 17:52:30";"";"An instrument that directly measures the water content of the atmosphere. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04417";"in-situ Beckmann probe (second sensor)";"5/1/2016 17:52:30";"";"A particular type of polarographic sensor for measuring dissolved oxygen concentrations in place in the field. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04418";"in-situ anemometer (second sensor)";"5/1/2016 17:52:30";"";"An instrument for measuring wind speed and direction in place in the field. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04419";"in-situ conductivity cell (second sensor)";"5/1/2016 17:52:30";"";"An instrument for measuring the electrical conductivity of the water column in place in the field. Deployed on a package of instruments or sensors as the second sensor of this type."
"S0442";"30cm path length transparency meter";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located 30 cm away from the transmitter."
"S04420";"in-situ microelectrode (second sensor)";"5/1/2016 17:52:30";"";"A particular type of sensor incorporating a small (typically 50 microns or less) platinum electrode for measuring dissolved gas, usually oxygen, concentrations in place in the field. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04421";"in-situ nutrient analysis system (second sensor)";"5/1/2016 17:52:30";"";"An instrument for measuring nutrient concentrations in the water column by chemical analysis, usually colorimetry, in place in the field. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04422";"in-situ optical backscatter measurement (second sensor)";"5/1/2016 17:52:30";"";"A technique that measures the returned proportion of light transmitted into a fixed volume of water from an instrument located in the water column.  It may be determined as an inherent optical property or used as an indirect measure of suspended sediment concentration. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04423";"in-situ sensor (second sensor)";"5/1/2016 17:52:30";"";"An instrument for measuring a parameter in place in the field. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04424";"in-situ thermistor (second sensor)";"5/1/2016 17:52:30";"";"A semiconductor with large linear changes of resistance as a function of temperature located in the medium of measurement (water column or atmosphere) to measure temperature. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04425";"shipborne wave recorder (second sensor)";"5/1/2016 17:52:30";"";"A device for measuring height and period of sea-surface waves with two accelerometer and pressure sensor (inlet 1-2 m below the waterline) pairs mounted either side of the hull of a ship. The accelerometers measure vertical movement of the ship as it tries to follow each wave and the pressure sensors measure change in water height along the hull due to the ship's failure to follow the wave accurately. Combining the two gives the true wave height. Sensor pairs allow correction for rolling. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04426";"2-pi scalar radiometer (second sensor)";"5/1/2016 17:52:30";"";"An instrument with a hemispherical collector that measures electromagnetic radiation of unspecified wavelength travelling in all directions over 180 degrees. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04427";"thermosalinograph (second sensor)";"5/1/2016 17:52:30";"";"An instrument designed for the continuous measurement of seawater temperature and salinity, usually associated with shipborne measurements in the upper 5m of the water column. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04428";"turbulence profiler (second sensor)";"5/1/2016 17:52:30";"";"A free-fall instrument that directly measures the vertical distribution of turbulent flow velocity in the water column. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04429";"turbulence profiler shear sensor (second sensor)";"5/1/2016 17:52:30";"";"A free-fall instrument that directly measures the vertical distribution of shear velocity in the water column. Deployed on a package of instruments or sensors as the second sensor of this type."
"S0443";"5 or 10cm path length transmissometer";"10/2/2006 19:26:59";"";"An instrument that emits light of unspecified wavelength and measures how much of it reaches a receptor accurately located 5 or 10 cm away from the transmitter."
"S04430";"waverider (second sensor)";"5/1/2016 17:52:30";"";"A device for measuring sea-surface waves. It consists of a surface buoy containing either a single accelerometer (measures non-directional wave height and period), an accelerometer plus compass or multiple accelerometers (latter two measure directional wave parameters) tethered to the seabed by an elastic rope. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04431";"infra-red laser rangefinder (infra-red LIDAR) (second sensor)";"5/1/2016 17:52:30";"";"Device which uses an infrared laser beam to determine distance to an object by measuring the 2-way travel time of a reflected pulse. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04432";"CTD (second sensor)";"5/1/2016 17:52:30";"";"An instrument, or more commonly a package of sensors sharing a common data logger, incorporating a temperature sensor, an electrical conductivity sensor and a pressure sensor. Salinity is computed from conductivity and temperature. Depth below the sea surface is computed from pressure. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04433";"CTD or STD (second sensor)";"5/1/2016 17:52:30";"";"An instrument, or more commonly a package of sensors sharing a common data logger, incorporating a temperature sensor, an electrical conductivity sensor and a pressure sensor. With a CTD, salinity is computed digitally from conductivity and temperature and depth below the sea surface is computed from pressure. With an STD salinity was output directly based on internal analogue circuitry. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04434";"thermometer (second sensor)";"11/25/2016 00:55:01";"";"A device that measures temperature. Deployed on a package of instruments or sensors as the second sensor of this type."
"S04435";"directional range-gated radar";"11/30/2016 17:02:49";"";"A remote measuring system that uses several directional beams for surface tracking; oceanographic application includes separate computation of wave spectra and surface current with instruments such as for example the Miros SM-050."
"S04436";"thermosalinograph hull sensor (second sensor)";"11/30/2016 17:43:02";"";"A sensor measuring ship's hull temperature below the water line as a proxy for ambient sea temperature. Deployed on a package of instruments or sensors as the second sensor of this type."
"S0444";"600kHz broadband acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"600 kHz ADCP";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of sound transmitted at a range of frequencies around 600 kHz."
"S0445";"ADCP bottom tracking";"10/2/2006 19:26:59";"";"Technique to measure platform velocity relative to the seabed using the Doppler shift of an ADCP signal reflected off the seabed."
"S0446";"ADCP bottom tracking refined using GPS fixes";"10/2/2006 19:26:59";"";"Technique to measure platform velocity relative to the seabed using the Doppler shift of an ADCP signal reflected off the seabed further refined using Global Positioning System navigation data."
"S0448";"ARGOS satellite positioning system";"10/2/2006 19:26:59";"";"Position location using ARGOS, an operational satellite data collection and positioning system developed by CLS, CNES and in the USA since 1978. It is primarily used for location and data telemetry of drifting buoys, floats and instrumented animals."
"S0449";"AWQMS Quanta platinum resistance thermometer";"10/2/2006 19:26:59";"";"A specific type of instrument for measuring temperature."
"S045";"flow cytometry";"1/11/2018 16:20:49";"FCM";"Flow cytometry is the analysis of biological material by detection of the light-absorbing or fluorescing properties of cells or sub-cellular fractions such as chromosomes passing in a narrow stream through a laser beam. It is automated to sort successive droplets of the stream into different fractions depending on the fluorescence emitted by each droplet."
"S0450";"Acclaim barometer temperature sensor";"10/2/2006 19:26:59";"";"The temperature sensor fitted to the barometer of a Proudman Oceanographic Laboratory Acclaim experiment tide gauge."
"S04500";"semi-fixed moored inverted echo sounder";"7/23/2019 17:27:45";"";"An upward-facing echo sounder that is mounted on a semi-rigid mooring tethered to the seafloor."
"S04501";"nanomolar ammonium fluorometry after Kerouel and Aminot (1997)";"8/14/2007 17:18:07";"";"Ammonium analysis protocol described in Kerouel, R., Aminot, A. (1997). Marine Chemistry 57: 265-275"
"S04502";"acoustic doppler wave array";"9/19/2007 01:07:20";"";"An uprated ADCP that measures the current profile, mean water depth from pressure, wave statistics from pressure and directional wave spectra from orbital velocity measurements of near-surface particles determined using four acoustic beams."
"S04503";"constant temperature non-dispersive infra-red gas analysis";"9/24/2007 14:55:07";"";"Measurement in an instrument that simultaneously determines CO2 and water vapour concentrations in a gas mixture by measuring inra-red absorption"
"S04504";"platinum resistance thermometer";"9/24/2007 14:57:53";"";"Instrument that measures temperature by detecting the change in the electrical resistance of a platinum sensor"
"S04505";"optode";"9/24/2007 14:59:35";"";"A sensor that measures dissolved oxygen concentration based on the ability of selected substances to act as dynamic fluorescence quenchers."
"S0451";"Aquatracka fluorometer immersed in non-toxic supply";"10/2/2006 19:26:59";"";"A specific type of log-response fluorometer (output voltage proportional to the natural log of pigment concentration), by default set up to measure chlorophyll fluorescence (transmit violet, receive red), manufactured by Chelsea Instruments that has been deployed in a tank continuously flushed by pumped surface water from a supply designed for scientific use."
"S0452";"Aquatracka nephelometer";"10/2/2006 19:26:59";"";"A specific type of log-response fluorometer, set up to measure optical backscatter (transmit and receive the same wavelength of light), manufactured by Chelsea Instruments."
"S0453";"Ashtech GPS";"10/2/2006 19:26:59";"";"A specific type of Global Positioning System navigation receiver."
"S0454";"Biospherical Instruments 2-pi PAR downwelling light meter";"11/27/2013 11:51:04";"";"A specific type of instrument with a hemispherical collector that measures electromagnetic visible radiation (400-700 nm) travelling in all directions over 180 degrees mounted pointing upwards."
"S0455";"CO2 quantification by gas analyser";"10/2/2006 19:26:59";"";"The accurate determination of the proportion of carbon dioxide in a mixture of gases using an instrument designed for the purpose, usually based on infra-red absorption."
"S0456";"CO2 quantification by indicator photometry";"10/2/2006 19:26:59";"";"The accurate determination of the proportion of carbon dioxide in a mixture of gases based on titration with a pH indicator and photometric end-point detection."
"S0457";"CTC redox dye technique";"10/2/2006 19:26:59";"";"A technique for enumerating respiring bacteria by staining with a redox dye, 5-cyano-2,3-ditolyl tetrazolium chloride (CTC)."
"S0458";"CTD";"10/2/2006 19:26:59";"";"An instrument, or more commonly a package of sensors sharing a common data logger, incorporating a temperature sensor, an electrical conductivity sensor and a pressure sensor. Salinity is computed from conductivity and temperature. Depth below the sea surface is computed from pressure."
"S0459";"CTD or STD";"10/2/2006 19:26:59";"";"An instrument, or more commonly a package of sensors sharing a common data logger, incorporating a temperature sensor, an electrical conductivity sensor and a pressure sensor. With a CTD, salinity is computed digitally from conductivity and temperature and depth below the sea surface is computed from pressure. With an STD salinity was output directly based on internal analogue circuitry."
"S046";"flow cytometry and protein fluorescence";"1/11/2018 16:21:42";"";"Flow cytometry is the analysis of biological material by detection of the light-absorbing or fluorescing properties of cells or sub-cellular fractions such as chromosomes passing in a narrow stream through a laser beam. It is automated to sort successive droplets of the stream into different fractions depending on the fluorescence emitted by each droplet. Protein fluorescence is a technique to quantify protein biomass."
"S0460";"Coulter particle counter";"10/2/2006 19:26:59";"";"An instrument that quantifies number, volume, mass and surface area size distributions of particles suspended in a fluid using an electrical sensing zone method known as the Coulter principle."
"S0462";"Dataring sensor 1";"10/2/2006 19:26:59";"";"One of a group of replicate tidal height sensors on a UK National Tide Gauge Network installation."
"S0463";"Dataring sensor 2";"10/2/2006 19:26:59";"";"One of a group of replicate tidal height sensors on a UK National Tide Gauge Network installation."
"S0464";"Dataring sensor 3";"10/2/2006 19:26:59";"";"One of a group of replicate tidal height sensors on a UK National Tide Gauge Network installation."
"S0465";"Decca navigation";"10/2/2006 19:26:59";"";"A marine navigation system based on triangulation with a network of shore-based radio transmitters."
"S0466";"EMP-2000 optical backscatter sensor";"10/2/2006 19:26:59";"";"A specific type of instrument to quantify the abundance of suspended particles based on measuring the returned proportion of light transmitted into a fixed volume of water, often included on CTD packages."
"S0467";"ETS activity measurement";"10/2/2006 19:26:59";"";"Electron Transport System activity, usually determined by quantitative reduction reactions, is a technique to indirectly measure the respiration of micro-organism communities."
"S0468";"GLONASS satellite navigation system";"10/2/2006 19:26:59";"";"The Global Navigation Satellite System (GLONASS) is a satellite navigation system based on a constellation of 21 satellites launched and operated by Russia."
"S0469";"in-situ nephelometer";"10/2/2006 19:26:59";"";"An instrument to quantify the abundance of suspended particles in place in the field based on measuring the returned proportion of light transmitted into a fixed volume of water."
"S047";"chlorophyll determination";"10/2/2006 19:26:59";"";"The quantification of chlorophyll pigment using an unspecified analytical technique."
"S0470";"Iridium telecommunications";"10/2/2006 19:26:59";"";"A satellite communication system used for near real-time transmission of data from ships or moorings."
"S0471";"LISST scatterometer";"10/2/2006 19:26:59";"";"Laser In-Situ Scattering and Transmissometer is a sensor that measures particle size spectra in the water column in the field."
"S0473";"LORAN navigation";"10/2/2006 19:26:59";"";"Long-range Navigation (LORAN) is a terrestrial navigation system using low frequency radio transmitters that use the time interval between radio signals received from three or more stations to determine the position of a ship or aircraft."
"S0474";"Mie optical backscatter sensor";"10/2/2006 19:26:59";"";"A sensor that measures incoherent scattering of monochromatic light by particulates suspended in a medium."
"S0475";"Gran titration and Mackereth et al. (1978) freshwater analysis method";"10/2/2006 19:26:59";"";"Freshwater pH and alkalinity determination as described in Mackereth FJ, Heron HJ, and Talling JF (1978). Water Analysis: Some Revision Methods for Limnologists. Freshwater Biological Association Scientific Publication 36, Amblesie, Titus Wilson and Sons Ltda. 121 pp."
"S0477";"Moore and Webb (1978) protocols";"10/2/2006 19:26:59";"";"Pollen determination in sediment samples as described in Moore, PD and Webb, JA (1978) An Illustrated Guide to Pollen Analysis. London.."
"S0478";"lowered acoustic doppler current profiler (ADCP)";"10/2/2006 19:26:59";"";"A type of current meter capable of simultaneous measurement of current velocity at a number of different depths based on determining Doppler shift of transmitted sound. Instrument mounted on a platform lowered through the water column to measure currents at depths out of acoustic range of the surface."
"S0479";"PML/Chelsea Instruments 2-pi PAR downwelling light meter";"10/2/2006 19:26:59";"";"A specific type of instrument with a hemispherical collector that measures electromagnetic visible radiation (400-700 nm) travelling in all directions over 180 degrees. Instrument mounted facing upwards to measure light travelling downwards."
"S048";"dot blot hybridisation";"10/2/2006 19:26:59";"";"A technique for detecting, analyzing, and identifying proteins used in the quantification of molecular biology experiments using genetic markers."
"S0480";"PML/Chelsea Instruments 2-pi PAR upwelling light meter";"10/2/2006 19:26:59";"";"A specific type of instrument with a hemispherical collector that measures electromagnetic visible radiation (400-700 nm) travelling in all directions over 180 degrees. Instrument mounted facing downwards to measure light travelling upwards."
"S0481";"Partech 10cm path length transmissometer";"10/2/2006 19:26:59";"";"A particular make of instrument that emits light of unknown wavelength and measures how much of it reaches a receptor accurately located 10 cm away from the transmitter."
"S0482";"Interocean S4 wave gauge";"10/2/2006 19:26:59";"";"An instrument package with a high-frequency burst sampled pressure sensors for wave measurements that may be directional on some models. The package may also include an electromagnetic current meter and/or a CTD."
"S0484";"STD";"10/2/2006 19:26:59";"";"An instrument incorporating a thermometer to measure temperature, an electrical conductivity sensor and a pressure sensor. Salinity (from conductivity and temperature) and depth (from pressure) were output directly after transformation by internal analogue circuitry."
"S0485";"SUV-6 in-situ nitrate analyser at 220nm";"10/2/2006 19:26:59";"";"One of the sensors (measures absorption at 220nm) on a specific type of tri-band UV absorption analyser designed to measure nutrient concentrations in place in the field."
"S0486";"SUV-6 in-situ nitrate analyser at 235nm";"10/2/2006 19:26:59";"";"One of the sensors (measures absorption at 235nm) on a specific type of tri-band UV absorption analyser designed to measure nutrient concentrations in place in the field."
"S0487";"SUV-6 in-situ nitrate analyser at 250nm";"10/2/2006 19:26:59";"";"One of the sensors (measures absorption at 250nm) on a specific type of tri-band UV absorption analyser designed to measure nutrient concentrations in place in the field."
"S0488";"Sea-Bird SBE 43 sensor";"10/2/2006 19:26:59";"";"A specific type of dissolved oxygen sensor often interfaced onto a CTD package."
"S0489";"SeaPoint turbidity meter";"10/2/2006 19:26:59";"";"A specific type of instrument to measure optical backscatter"
"S049";"epifluorescence microscopy";"10/2/2006 19:26:59";"";"Identification and quantification of biological entities that have been treated with a fluorescent stain by examination under an optical microscope in short-wavelength, usually blue, light."
"S0491";"SeaTech light backscatter nephelometer (LBSS)";"10/2/2006 19:26:59";"";"A specific type of instrument to quantify the abundance of suspended particles based on measuring the returned proportion of light transmitted into a fixed volume of water, often included on CTD packages. Note SeaTech are no longer in business."
"S0492";"Seatex Seapath DGPS clock";"10/2/2006 19:26:59";"";"The chronometer on a particular type of differential Global Positioning System receiver."
"S0494";"Seatex Seapath DGPS";"10/2/2006 19:26:59";"";"A particular type of differential Global Positioning System receiver."
"S0495";"Secchi disk";"10/2/2006 19:26:59";"";"A disk, divided into black and white quarters, used to gauge water clarity by measuring the depth at which it is no longer visible from the surface."
"S0496";"SonTek current meter";"10/2/2006 19:26:59";"";"A particular type of current meter that measures water velocity by determining Doppler shift of sound reflected off particulates in the water column."
"S0497";"SonTek current meter beam 1";"10/2/2006 19:26:59";"";"One of the acoustic transducers from a particular type of current meter that measures water velocity by determining Doppler shift of sound reflected off particulates in the water column."
"S0498";"SonTek current meter beam 2";"10/2/2006 19:26:59";"";"One of the acoustic transducers from a particular type of current meter that measures water velocity by determining Doppler shift of sound reflected off particulates in the water column."
"S0499";"SonTek current meter beam 3";"10/2/2006 19:26:59";"";"One of the acoustic transducers from a particular type of current meter that measures water velocity by determining Doppler shift of sound reflected off particulates in the water column."
"S0500";"permanganate oxidation";"8/30/2017 01:48:36";"";"An analytical technique in which organic matter is determined by reaction with KMnO4 followed by assay of the quantity of oxidising agent consumed."
"S0501";"Kjeldahl method";"8/30/2017 01:17:42";"";"A method in analytical chemistry for the quantitative determination of nitrogen contained in organic substances plus the nitrogen in inorganic ammonia and ammonium (NH3/NH4+). It consists of three basic steps: 1) digestion of the sample in sulphuric acid with a catalyst, which results in conversion of nitrogen to ammonia; 2) distillation of the ammonia into a trapping solution; and 3) quantification of the ammonia by titration with a standard solution."
