"conceptid";"preflabel";"modified";"altlabel";"definition"
"CS003944";"2,3-dichlorobiphenyl";"4/13/2021 18:45:57";"PCB5";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003945";"3,3’-dichlorobiphenyl";"4/13/2021 18:45:57";"PCB11";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003946";"2,3’,5-trichlorobiphenyl";"4/13/2021 18:45:57";"PCB26";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003947";"2,2’,3,3’,4,5,5’-heptachlorobiphenyl";"4/13/2021 18:45:57";"PCB172";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003948";"2,2’,3,3’,4,4’,6,6’-octachlorobiphenyl";"4/13/2021 18:45:57";"PCB197";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003949";"2,2’,3,3’,5-pentachlorobiphenyl";"4/13/2021 18:45:57";"PCB83";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003950";"2,4,5-trichlorobiphenyl";"4/13/2021 18:45:57";"PCB29";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003951";"2,3,3’-trichlorobiphenyl";"4/13/2021 18:45:57";"PCB20";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003952";"2,2’,3,6-tetrachlorobiphenyl";"4/13/2021 18:45:57";"PCB45";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003953";"2,3’,4’6-tetrachlorobiphenyl";"4/13/2021 18:45:57";"PCB71";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003954";"2,2’,3,3’,4,6-hexachlorobiphenyl";"4/13/2021 18:45:57";"PCB131";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003955";"2,2’,3,3’,5,6’-hexachlorobiphenyl";"4/13/2021 18:45:57";"PCB135";"One of 209 polychorobiphenyl congeners - different configurations of between 2 and 10 chlorine atoms attached to two coupled benzene rings. A persistant organic pollutant."
"CS003956";"aragonite";"6/8/2021 17:21:18";"";"A specific crystalline form of CaCO3."
"CS003957";"tetraethyllead";"8/25/2021 01:36:52";"";"An organometallic compound."
"CS003958";"dodecyl-phenol";"8/25/2021 01:36:52";"";"A phenol derived from the manufacturing or the pharmaceutical industry."
"CS003959";"carbamazepine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003960";"2-(4-nonylphenoxy)ethanol";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS003961";"ketoprofen";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003962";"paracetamol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003963";"salicylic acid";"8/25/2021 01:36:52";"";"An organic compound (monohydroxybenzoic acid) with formula C7H6O3, it is a plant hormone and a precursor to and a metabolite of aspirin [ChEBI, 17/08/2021]."
"CS003964";"propranolol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003965";"diazepam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003966";"fluoxetine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003967";"clofibric acid";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003968";"pymetrozine";"8/25/2021 01:36:52";"";"Chemical substance used as an insecticide."
"CS003969";"microcystin YR";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C52H72N10O13 belonging to the microcystins, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS003970";"spinosad";"8/25/2021 01:36:52";"";"Chemical substance used as an insecticide."
"CS003971";"methoprene";"8/25/2021 01:36:52";"";"Chemical substance used as an insecticide."
"CS003972";"dimoxystrobin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS003973";"flubenzimine";"8/25/2021 01:36:52";"";"Chemical substance used as an acaricide."
"CS003974";"tamoxifen";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003975";"benthiazole";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS003976";"tetramethrin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS003977";"nonafluorobutanesulfonic acid";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS003978";"benzothiophene";"8/25/2021 01:36:52";"";"An organosulfur compound of molecular formula C8H6S."
"CS003979";"polyethylene glycol tert-octylphenyl ether";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS003980";"fipronil sulfide";"8/25/2021 01:36:52";"";"A metabolite of the insecticide fipronil."
"CS003981";"hydrazine";"8/25/2021 01:36:52";"";"An inorganic nitrogen compound with formula N2H4. It is used or produced in the production of polymer foams as well as in the pharmaceutical and agrochemical industries."
"CS003982";"perfluoroheptanesulfonic acid";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS003983";"perfluoroctylsulfonamide";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS003984";"sulfluramid";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS003985";"amiodarone";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003986";"n,n-dimethyl-n'-p-tolylsulfamide";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite derived from the pesticide tolylfluanid."
"CS003987";"metolachlor oxanilic acid";"8/25/2021 01:36:52";"metolachlorOA";"A derivative of the herbicide metolachlor."
"CS003988";"acetochlor OXA";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite of the herbicide acetochlor."
"CS003989";"niflumic acid";"8/25/2021 01:36:52";"";"A chemical substance used as a pharmaceutic."
"CS003990";"doxepin";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003991";"1-hydroxy-ibuprofen";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003992";"(4-nonylphenoxy)acetic acid";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS003993";"n-methylperfluorooctylsulphonamide";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS003994";"2,6-di-tert-butyl-4-sec-butylphenol";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS003995";"bithionol";"8/25/2021 01:36:52";"";"A chlorobenzene, an organochloride of phenol (chlorophenol) and an organosulfide compound with formula C12H6Cl4O2S."
"CS003996";"dibenz[a,j]anthracene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS003997";"oxyclozanide";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003998";"prochlorperazine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS003999";"1,2,3,4,6,7-hexachloronaphthalene";"8/25/2021 01:36:52";"";"An organochlorine compound."
"CS004000";"diosgenin";"8/25/2021 01:36:52";"";"An organic compound belonging to the group of the sterols or steroids."
"CS004001";"econazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004002";"1-nitropyrene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004003";"miconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004004";"3,5-di-tert-butylphenol";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS004005";"spirolide-b";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004006";"spirolide-c";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004007";"spirolide-d";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004008";"13-desmethyl spirolide c";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004009";"13-desmethyl spirolide d";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004010";"dinophysistoxin-2 (free)";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004011";"dinophysistoxin-2 (total)";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004012";"pteriatoxin B";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004013";"dinophysistoxin-1 (total)";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004014";"okadaic acid (total)";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004015";"okadaic acid (free)";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004016";"13,19-didesmethyl spirolide C";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004017";"propanil";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004018";"terbacil";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004019";"chlormephos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004020";"methylmercaptophos oxide";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004021";"hexachlorophene";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004022";"fipronil desulfinyl";"8/25/2021 01:36:52";"";"A metabolite of the insecticide fipronil."
"CS004023";"acebutolol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004024";"perfluorotetradecanoic acid";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS004025";"quizalofop-p-ethyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004026";"pravastatin";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004027";"imipramine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004028";"diethyllead";"8/25/2021 01:36:52";"";"An organometallic compound."
"CS004029";"gymnodimine b";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004030";"azaspiracid-2";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004031";"azaspiracid-3";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004032";"pectenotoxin 6";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004033";"pectenotoxin 2";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004034";"palytoxin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004035";"carboxyyessotoxin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004036";"homoyessotoxin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004037";"45-hydroxyhomoyessotoxin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004038";"45-hydroxyyessotoxin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004039";"7-epi-pectenotoxin-2 seco acid";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004040";"chlordecone alcohol";"8/25/2021 01:36:52";"";"An organochloride compound."
"CS004041";"catalase";"8/25/2021 01:36:52";"";"An enzyme."
"CS004042";"nordazepam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004043";"theophylline";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004044";"n,n-dimethyl-n'-phenylsulfamide";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite derived from the agrochemical pesticide dichlofluanid."
"CS004045";"(2,4-dichlorophenyl)urea";"8/25/2021 01:36:52";"1,2,4 DCPU";"One of the main metabolites along with DCPMU and 3,4-DCA of the herbicide diuron."
"CS004046";"microcystin LF";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C52H71N7O12 belonging to the microcystin group, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS004047";"microcystin LY";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C52H71N7O13 belonging to the microcystin group, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS004048";"chrysen-1-ol";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004049";"1-hydroxypyrene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004050";"3-methylfluoranthene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004051";"9'-cis-neoxanthin";"8/25/2021 01:36:52";"";"A neoxanthin in which all of the double bonds have trans geometry except for that at the 9' position, which is cis [ChEBI, 17/08/2021]."
"CS004052";"zinc pyrithione";"8/25/2021 01:36:52";"";"An organometallic compound."
"CS004053";"cetirizine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004054";"clonazepam";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004055";"disopyramide";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004056";"ritonavir";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004057";"timolol";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004058";"zidovudine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004059";"nodularin";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004060";"brevetoxin b";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004061";"pinnatoxin a";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004062";"pinnatoxin g";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004063";"pinnatoxin f";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004064";"pteriatoxin C";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004065";"pinnatoxin e";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004066";"pteriatoxin A";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004067";"polychlorobiphenyls (sum)";"8/25/2021 01:36:52";"Sum_PCBs";"A mixture (or sum) of all PCB congeners."
"CS004068";"free cyanides";"8/25/2021 01:36:52";"HCN+CN-";"Cyanide (CN-) most commonly occurs as hydrogen cyanide (HCN) and its salts: sodium cyanide (NaCN) and potassium cyanide (KCN). The term free cyanide refers to the cyanide ion and hydrogen cyanide [ref: http://www.coastalwiki.org/wiki/Free_cyanide]."
"CS004069";"prosulfocarb";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004070";"thiodicarb";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004071";"bromoxynil";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004072";"butralin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004073";"carbofuran";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004074";"cymoxanil";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004075";"ethofumesate";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004076";"fenchlorphos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004077";"ioxynil";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004078";"monuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004079";"phosalone";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004080";"pyrazophos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004081";"pyrimiphos-ethyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004082";"terbufos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004083";"tetrachlorvinphos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004084";"vinclozoline";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004085";"chlorsulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004086";"cyprodinil";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004087";"dimethomorph";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004088";"propyzamide";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004089";"4-chloronitrobenzene";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene)."
"CS004090";"chlorothalonil";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004091";"fenuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004092";"neburon";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004093";"3-chloroaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004094";"2-chlorotoluene";"8/25/2021 01:36:52";"";"An organochloride compound."
"CS004095";"2,4-dichloronitrobenzene";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene)."
"CS004096";"2-methylfluoranthene";"8/25/2021 01:36:52";"";"A polycyclic aromatic hydrocarbon or one of its derivatives."
"CS004097";"m-cresol";"8/25/2021 01:36:52";"";"A phenol derived from the manufacturing or the pharmaceutical industry."
"CS004098";"2,5-dichlorophenol";"8/25/2021 01:36:52";"";"A phenol derived from the manufacturing or the pharmaceutical industry."
"CS004099";"sulcotrione";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004100";"oxadiazon";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004101";"norflurazon";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004102";"hexazinone";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004103";"dimethenamid";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004104";"cyproconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004105";"bromopropylate";"8/25/2021 01:36:52";"";"Chemical substance used as an acaricide."
"CS004106";"benalaxyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004107";"piperonyl butoxide";"8/25/2021 01:36:52";"";"Chemical substance used as an insecticide."
"CS004108";"thiram";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004109";"?-chlordan";"8/25/2021 01:36:52";"";"Chemical substance used as an insecticide."
"CS004110";"a-cypermethrin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004111";"bromuconazole";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004112";"cadusafos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004113";"carbosulfan";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004114";"myclobutanil";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004115";"nicosulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004116";"quinalphos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004117";"tebufenozide";"8/25/2021 01:36:52";"";"Chemical substance used as an insecticide."
"CS004118";"temephos";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004119";"haloxyfop-p-methyl";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004120";"diuron-desmethyl";"8/25/2021 01:36:52";"";"A phenylurea compound."
"CS004121";"3,4-dichlorophenylurea";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004122";"flazasulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004123";"azoxystrobin";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004124";"hydroxyterbuthylazine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004125";"flurtamone";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004126";"clomazone";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004127";"terbuthylazine-desethyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004128";"microcystin LR";"8/25/2021 01:36:52";"";"A biotoxin with molecular formula C49H74N10O12 belonging to the group of the microcystins, a group of toxins produced by cyanobacteria (cyanotoxins)."
"CS004129";"allyl chloride";"8/25/2021 01:36:52";"";"An organochlorine compound with formula C3H5Cl."
"CS004130";"thiometon";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004131";"sulfosulfuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004132";"flupyrsulfuron-methyl-sodium";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004133";"4-tert-butylphenol";"8/25/2021 01:36:52";"";"A phenol derived from the manufacturing or the pharmaceutical industry."
"CS004134";"fosthiazate";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004135";"4-chloro-2-methylaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004136";"5-chloro-2-methylaniline";"8/25/2021 01:36:52";"";"An organochloride compound."
"CS004137";"cyromazine";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004138";"chlorthal-dimethyl";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004139";"difethialone";"8/25/2021 01:36:52";"";"Chemical substance used as a rodenticide."
"CS004140";"monomethylphenanthrenes+monomethylanthracenes";"8/25/2021 01:36:52";"832-71-3 ; 2531-84-2";"Undifferentiated mixture (or sum) of monomethylanthracene and monomethylphenanthrene isomers, polycyclic aromatic hydrocarbons with chemical formula C15H12 and a polyaromatic structure of the phenanthrene and anthracene type with one methyl group."
"CS004141";"monomethylbenzofluoranthenes";"8/25/2021 01:36:52";"";"Undifferentiated mixture (or sum) of monomethylbenzofluoranthene isomers, polycyclic aromatic hydrocarbons with chemical formula C21H14."
"CS004142";"dimethylchrysenes";"8/25/2021 01:36:52";"";"Mixture (or sum) of the undifferentiated isomers of the methylchrysene with chemical formula C20H16."
"CS004143";"1,2-dichloroethene";"8/25/2021 01:36:52";"1,2-DCE";"An organochloride with the formula C2H2Cl2 as a undifferentiated mixture of the two possible isomers (cis- and trans-)."
"CS004144";"1,3-dichloropropane";"8/25/2021 01:36:52";"";"An organochlorine compound (chloroalkane) with formula C3H6Cl2 used as a nematicide [ChEBI, 17 August 2021]."
"CS004145";"2,2-dichloropropane";"8/25/2021 01:36:52";"";"An organochlorine compound (chloroalkane) with formula C3H6Cl2."
"CS004146";"2,4-dinitrochlorobenzene";"8/25/2021 01:36:52";"DNCB";"An chlorobenzene compound with the formula (O2N)2C6H3Cl."
"CS004147";"acetochlor ESA";"8/25/2021 01:36:52";"";"A marine xenobiotic metabolite of the herbicide acetochlor."
"CS004148";"4-chlorobenzoic acid";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene and a monochlorobenzoic acid) with formula C7H5ClO2 carrying the chloro group at position 4."
"CS004149";"3,5-dichloronitrobenzene";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene)."
"CS004150";"epichlorohydrin";"8/25/2021 01:36:52";"";"An organochloride compound."
"CS004151";"3,4-dibromodiphenyl ether";"8/25/2021 01:36:52";"";"A substance belonging to the Polybrominated Diphenyl Ethers (PBDEs) or the Polybrominated Biphenyls (PBBs) groups."
"CS004152";"hexabromobiphenyl";"8/25/2021 01:36:52";"";"A substance belonging to the Polybrominated Diphenyl Ethers (PBDEs) or the Polybrominated Biphenyls (PBBs) groups."
"CS004153";"anionic surfactants";"8/25/2021 01:36:52";"";"A generic term for undifferentiated surface-active agents with an anionic functional group at their hydrophilic head. The compounds may be sulfate, sulfonate, phosphate, or carboxylate derivatives."
"CS004154";"perfluorooctanesulfonate";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS004155";"perfluoropentanoic acid";"8/25/2021 01:36:52";"";"A perfluorinated (organofluorine) compound (PFC)."
"CS004156";"dipentyl phthalate";"8/25/2021 01:36:52";"";"An organic compound with formula C18H26O4 belonging to a group of chemicals used to make plastics more durable. Phthalates are esters of phthalic acid."
"CS004157";"mono(2-ethylhexyl) phthalate";"8/25/2021 01:36:52";"";"An organic compound with formula C16H22O4 belonging to a group of chemicals used to make plastics more durable. Phthalates are esters of phthalic acid."
"CS004158";"triclocarban";"8/25/2021 01:36:52";"TCC";"An organochlorine compound (chlorobenzene and phenylurea) with formula C13H9Cl3N2O once commonly used in personal care products due to its antibacterial properties [ChEBI and Wikipedia, 17/08/2021]."
"CS004159";"paralytic shellfish toxins";"8/25/2021 01:36:52";"PSP_toxins";"A biotoxin."
"CS004160";"4-octylphenol monoethoxylate";"8/25/2021 01:36:52";"";"Chemical substance belonging to a group of chemical compounds used in the petrochemical or plastic manufacturing industry as e.g. UV stabilizers, antioxydants or their derivatives."
"CS004161";"dinophysistoxin-1 (free)";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004162";"secbumetone";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004163";"nevirapine";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004164";"brevetoxin-3";"8/25/2021 01:36:52";"";"A biotoxin."
"CS004165";"benfluralin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004166";"carbophenothion";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004167";"fenarimol";"8/25/2021 01:36:52";"";"Chemical substance used as a fongicide."
"CS004168";"pendimethaline / penoxalin";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004169";"1,3-dimethylbenzene";"8/25/2021 01:36:52";"m-xylene";"A derivative of benzene."
"CS004170";"fluazifop-p-butyl";"8/25/2021 01:36:52";"";"Chemical substance used as an herbicide."
"CS004171";"3-nitrochlorobenzene";"8/25/2021 01:36:52";"";"An organochloride compound (chlorobenzene)."
"CS004172";"diflubenzuron";"8/25/2021 01:36:52";"";"Chemical substance used as a pesticide."
"CS004173";"3,4-dichloroaniline";"8/25/2021 01:36:52";"";"A pharmaceutical substance or one of its derivative or metabolite."
"CS004174";"2-chloroaniline";"8/25/2021 01:36:52";"";"A chemical substance belonging to the group of the anilines which include any aromatic amine that is benzene carrying at least one amino substituent and its substituted derivatives [ChEBI, 16 August 2021]. 
Many of these compounds are used in the manufacture of polyurethane, dyes, and other industrial chemicals."
"CS004175";"3-chlorotoluene";"8/25/2021 01:36:52";"";"An organochloride compound."
