AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving;SDN P01 code;Status
977;(massa)Concentratie koper in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Cu;koper;CUUFWC02;G
978;(massa)Concentratie cumafos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;cumfs;cumafos;RWS00078;G
979;(massa)Concentratie cumeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;cumn;cumeen;RWS00119;G
982;(massa)Concentratie methylazinfos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yazfs;methylazinfos;RWS00104;G
983;(massa)Concentratie methylchloorpyrifos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yClprfs;methylchloorpyrifos;RWS00105;G
985;(massa)Concentratie methyl-metsulfuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1ymsfrn;methyl-metsulfuron;RWS00106;G
988;(massa)Concentratie methylpirimifos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yprmfs;methylpirimifos;RWS00113;G
989;(massa)Concentratie methylparathion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C1yprton;methylparathion;RWS00111;G
991;(massa)Concentratie cis-1,2-dichlooretheen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;c12DClC2e;cis-1,2-dichlooretheen;RWS00131;G
994;(massa)Concentratie ethylazinfos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C2yazfs;ethylazinfos;RWS00088;G
995;(massa)Concentratie ethylbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C2yBen;ethylbenzeen;RWS00093;G
996;(massa)Concentratie ethylchloorpyrifos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C2yClprfs;ethylchloorpyrifos;RWS00075;G
997;(massa)Concentratie ethylparathion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;C2yprton;ethylparathion;RWS00089;G
1001;(massa)Concentratie diazinon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Daznn;diazinon;RWS00080;G
1009;(massa)Concentratie dichloormethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DClC1a;dichloormethaan;RWSX0004;G
1011;(massa)Concentratie dichloorvos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DClvs;dichloorvos;RWS00081;G
1026;(massa)Concentratie bis(2-ethylhexyl)ftalaat (DEHP) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;DEHP;bis(2-ethylhexyl)ftalaat (DEHP);RWS00071;G
1034;(massa)Concentratie delta-hexachloorcyclohexaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;dHCH;delta-hexachloorcyclohexaan;RWS00126;G
1037;(massa)Concentratie dieldrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;dieldn;dieldrin;RWS00082;G
1039;(massa)Concentratie dimethoaat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dmtat;dimethoaat;RWS00083;G
1040;(massa)Concentratie deltamethrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;dmtn;deltamethrin;RWS00079;G
1047;(massa)Concentratie dodine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;dodne;dodine;RWS00085;G
1050;(massa)Concentratie dithianon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Dtann;dithianon;RWS00084;G
1052;(massa)Concentratie diuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Durn;diuron;RWS00139;G
1054;(massa)Concentratie endrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;endn;endrin;RWS00086;G
1056;(massa)Concentratie esfenvaleraat in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;esfvlrt;esfenvaleraat;RWS00087;G
1062;(massa)Concentratie fenamifos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;fenamfs;fenamifos;RWS00090;G
1063;(massa)Concentratie fenoxycarb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;fenOxcb;fenoxycarb;RWS00092;G
1064;(massa)Concentratie fenitrothion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;feNO2ton;fenitrothion;RWS00091;G
1066;(massa)Concentratie fenthion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;fenton;fenthion;RWS00094;G
1071;(massa)Concentratie fluorantheen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Flu;fluorantheen;FLUFWC02;G
1081;(massa)Concentratie hexachloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;HCB;hexachloorbenzeen;HCBUFW02;G
1082;(massa)Concentratie heptenofos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;heptnfs;heptenofos;RWS00096;G
1084;(massa)Concentratie heptachloor in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;HpCl;heptachloor;RWS00095;G
1086;(massa)Concentratie hexachloorbutadieen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;HxClbtDen;hexachloorbutadieen;RWS00127;G
1087;(massa)Concentratie hexachloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;HxClC2a;hexachloorethaan;RWS00128;G
1088;(massa)Concentratie isodrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;idn;isodrin;RWS00098;G
1090;(massa)Concentratie imidacloprid in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;imdcpd;imidacloprid;RWS00097;G
1095;(massa)Concentratie indeno(1,2,3-cd)pyreen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;InP;indeno(1,2,3-cd)pyreen;CPAHWC14;G
1097;(massa)Concentratie isoproturon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;iptrn;isoproturon;RWS00099;G
1099;(massa)Concentratie irgarol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;irgrl;irgarol;RWS00066;G
1100;(massa)Concentratie lambda-cyhalothrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;lcyhltn;lambda-cyhalothrin;RWS00100;G
1101;(massa)Concentratie lithium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Li;lithium;RWS00045;G
1102;(massa)Concentratie linuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;linrn;linuron;RWS00101;G
1108;(massa)Concentratie malathion in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;malton;malathion;RWS00102;G
1117;(massa)Concentratie metabenzthiazuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metbtazrn;metabenzthiazuron;RWS00103;G
1120;(massa)Concentratie metolachloor in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;metlCl;metolachloor;RWS00107;G
1125;(massa)Concentratie mevinfos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;mevfs;mevinfos;RWS00108;G
1126;(massa)Concentratie monolinuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Mlnrn;monolinuron;RWS00109;G
1128;(massa)Concentratie mangaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Mn;mangaan;RWS00032;G
1129;(massa)Concentratie molybdeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Mo;molybdeen;RWS00040;G
1133;(massa)Concentratie naftaleen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Naf;naftaleen;RWS00110;G
1134;(massa)Concentratie nikkel in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Ni;nikkel;RWS00027;G
1145;(massa)Concentratie lood in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Pb;lood;PBUFWC02;G
1146;(massa)Concentratie 2,2',4,4',6-pentabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE100;2,2',4,4',6-pentabroomdifenylether;RWS00057;G
1147;(massa)Concentratie 2,2',3,4,4',5'-hexabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE138;2,2',3,4,4',5'-hexabroomdifenylether;RWS00052;G
1148;(massa)Concentratie 2,2',4,4',5,5'-hexabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE153;2,2',4,4',5,5'-hexabroomdifenylether;RWS00054;G
1149;(massa)Concentratie 2,2',4,4',5,6'-hexabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE154;2,2',4,4',5,6'-hexabroomdifenylether;RWS00055;G
1150;(massa)Concentratie 2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE209;2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether;RWS00051;G
1151;(massa)Concentratie 2,4,4'-tribroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE28;2,4,4'-tribroomdifenylether;RWS00060;G
1152;(massa)Concentratie 2,2',4,4'-tetrabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE47;2,2',4,4'-tetrabroomdifenylether;RWS00058;G
1153;(massa)Concentratie 2,2',4,5'-tetrabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE49;2,2',4,5'-tetrabroomdifenylether;RWS00059;G
1154;(massa)Concentratie 2,2',3,4,4'-pentabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE85;2,2',3,4,4'-pentabroomdifenylether;RWS00053;G
1155;(massa)Concentratie 2,2',4,4',5-pentabroomdifenylether in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PBDE99;2,2',4,4',5-pentabroomdifenylether;RWS00056;G
1163;(massa)Concentratie pentachloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PeClBen;pentachloorbenzeen;RWS00129;G
1164;(massa)Concentratie pentachloorfenol in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;PeClFol;pentachloorfenol;RWS00130;G
1182;(massa)Concentratie pirimicarb in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;pirmcb;pirimicarb;RWS00112;G
1189;(massa)Concentratie propoxur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;propxr;propoxur;RWS00114;G
1194;(massa)Concentratie pyridaben in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;pyrdbn;pyridaben;RWS00115;G
1195;(massa)Concentratie pyriproxyfen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;pyrpxfn;pyriproxyfen;RWS00116;G
1199;(massa)Concentratie rubidium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Rb;rubidium;RWS00046;G
1201;(massa)Concentratie antimoon in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Sb;antimoon;RWS00031;G
1208;(massa)Concentratie seleen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Se;seleen;RWS00026;G
1213;(massa)Concentratie simazine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;simzne;simazine;RWS00117;G
1213;(massa)Concentratie simazine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;simzne;simazine;RWS00138;G
1216;(massa)Concentratie tin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Sn;tin;RWS00041;G
1223;(massa)Concentratie strontium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Sr;strontium;RWS00044;G
1224;(massa)Concentratie styreen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;styrn;styreen;RWS00118;G
1233;(massa)Concentratie som 4-nonylfenol-isomeren (vertakt) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;s4C9yFol;som 4-nonylfenol-isomeren (vertakt);RWS00136;G
1237;(massa)Concentratie triazofos in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tazfs;triazofos;RWS00124;G
1240;(massa)Concentratie trichloormethaan (chloroform) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TClC1a;trichloormethaan (chloroform);RWSX0001;G
1241;(massa)Concentratie trichlooretheen (tri) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TClC2e;trichlooretheen (tri);RWS00137;G
1246;(massa)Concentratie tellurium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Te;tellurium;RWS00036;G
1247;(massa)Concentratie teflubenzuron in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;tefbzrn;teflubenzuron;RWS00120;G
1249;(massa)Concentratie terbutrin in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;terbtn;terbutrin;RWS00121;G
1250;(massa)Concentratie terbutylazine in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;terC4yazne;terbutylazine;RWS00122;G
1251;(massa)Concentratie trifluraline in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tfrlne;trifluraline;RWS00125;G
1253;(massa)Concentratie trifenyltin (kation) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;TFySn;trifenyltin (kation);RWS00070;G
1255;(massa)Concentratie trans-heptachloorepoxide in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;tHpClepO;trans-heptachloorepoxide;RWS00135;G
1256;(massa)Concentratie titaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Ti;titaan;RWS00038;G
1257;(massa)Concentratie thallium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tl;thallium;RWS00043;G
1258;(massa)Concentratie tolueen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Tol;tolueen;RWSX0006;G
1259;(massa)Concentratie tolclofos-methyl in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;tolcfsC1y;tolclofos-methyl;RWS00123;G
1261;(massa)Concentratie trans-1,2-dichlooretheen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;t12DClC2e;trans-1,2-dichlooretheen;RWS00132;G
1265;(massa)Concentratie tetrachloormethaan (tetra) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;T4ClC1a;tetrachloormethaan (tetra);RWSX0002;G
1266;(massa)Concentratie tetrachlooretheen (per) in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;T4ClC2e;tetrachlooretheen (per);RWSX0005;G
1269;(massa)Concentratie uranium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;U;uranium;RWS00035;G
1270;(massa)Concentratie vanadium in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;V;vanadium;RWS00042;G
1273;(massa)Concentratie zink in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;Zn;zink;RWS00028;G
1284;(massa)Concentratie 1,1-dichloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;11DClC2a;1,1-dichloorethaan;RWS00004;G
1285;(massa)Concentratie 1,1-dichlooretheen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;11DClC2e;1,1-dichlooretheen;RWS00005;G
1286;(massa)Concentratie 1,1,1-trichloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;111TClC2a;1,1,1-trichloorethaan;RWS00001;G
1288;(massa)Concentratie 1,1,2-trichloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;112TClC2a;1,1,2-trichloorethaan;RWS00003;G
1289;(massa)Concentratie 1,1,2,2-tetrachloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;1122T4ClC2a;1,1,2,2-tetrachloorethaan;RWS00002;G
1291;(massa)Concentratie 1,2-dichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;12DClBen;1,2-dichloorbenzeen;RWS00008;G
1292;(massa)Concentratie 1,2-dichloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;12DClC2a;1,2-dichloorethaan;RWS00009;G
1294;(massa)Concentratie 1,2-dichloorpropaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;12DClC3a;1,2-dichloorpropaan;RWS00010;G
1295;(massa)Concentratie 1,2-xyleen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;12xyln;1,2-xyleen;RWS00011;G
1296;(massa)Concentratie 1,2,3-trichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;123TClBen;1,2,3-trichloorbenzeen;RWS00006;G
1296;(massa)Concentratie 1,2,3-trichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;123TClBen;1,2,3-trichloorbenzeen;RWS00065;G
1299;(massa)Concentratie 1,2,4-trichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;124TClBen;1,2,4-trichloorbenzeen;RWS00007;G
1299;(massa)Concentratie 1,2,4-trichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;124TClBen;1,2,4-trichloorbenzeen;RWS00064;G
1303;(massa)Concentratie 1,3-dichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;13DClBen;1,3-dichloorbenzeen;RWS00013;G
1307;(massa)Concentratie 1,3,5-trichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;135TClBen;1,3,5-trichloorbenzeen;RWS00012;G
1307;(massa)Concentratie 1,3,5-trichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;135TClBen;1,3,5-trichloorbenzeen;RWS00063;G
1309;(massa)Concentratie 1,4-dichloorbenzeen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;14DClBen;1,4-dichloorbenzeen;RWS00014;G
1351;(massa)Concentratie 2,4'-dichloordifenyltrichloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;24DDT;2,4'-dichloordifenyltrichloorethaan;ODDTUF02;G
1353;(massa)Concentratie 2,4-dichloorfenoxypropionzuur in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;24DP;2,4-dichloorfenoxypropionzuur;RWS00048;G
1404;(massa)Concentratie 4,4'-dichloordifenyldichloorethaan in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;44DDD;4,4'-dichloordifenyldichloorethaan;RWS00049;G
1405;(massa)Concentratie 4,4'-dichloordifenyldichlooretheen in Oppervlaktewater ug/l;OW;Oppervlaktewater;ug/l;microgram per liter;CONCTTE;(massa)Concentratie;NVT;Niet van toepassing;44DDE;4,4'-dichloordifenyldichlooretheen;RWS00050;G
