AquoMetadata_MessageID;Parameter_Wat_Omschrijving;Compartiment.Code;Compartiment.Omschrijving;Eenheid.Code;Eenheid.Omschrijving;Grootheid.Code;Grootheid.Omschrijving;Hoedanigheid.Code;Hoedanigheid.Omschrijving;Parameter.Code;Parameter.Omschrijving
116;Massafractie tellurium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Te;tellurium
117;Massafractie thorium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Th;thorium
118;Massafractie titaan in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Ti;titaan
119;Massafractie thallium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Tl;thallium
120;Massafractie thulium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Tm;thulium
121;Massafractie uranium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;U;uranium
122;Massafractie vanadium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;V;vanadium
123;Massafractie wolfraam in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;W;wolfraam
124;Massafractie yttrium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Y;yttrium
125;Massafractie ytterbium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Yb;ytterbium
126;Massafractie zink in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Zn;zink
127;Massafractie zirkonium in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;Zr;zirkonium
128;Massafractie 2-chloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;2ClFol;2-chloorfenol
129;Massafractie 2,3-dichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;23DClFol;2,3-dichloorfenol
130;Massafractie 2,3,4-trichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;234TClFol;2,3,4-trichloorfenol
131;Massafractie 2,3,4,5-tetrachloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;2345T4ClFol;2,3,4,5-tetrachloorfenol
132;Massafractie 2,3,5-trichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;235TClFol;2,3,5-trichloorfenol
133;Massafractie 2,3,6-trichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;236TClFol;2,3,6-trichloorfenol
134;Massafractie 2,4,5-trichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;245TClFol;2,4,5-trichloorfenol
135;Massafractie 2,4,6-trichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;246TClFol;2,4,6-trichloorfenol
136;Massafractie 2,6-dichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;26DClFol;2,6-dichloorfenol
137;Massafractie 3-chloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;3ClFol;3-chloorfenol
138;Massafractie 3,4-dichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;34DClFol;3,4-dichloorfenol
139;Massafractie 3,4,5-trichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;345TClFol;3,4,5-trichloorfenol
140;Massafractie 3,5-dichloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;35DClFol;3,5-dichloorfenol
141;Massafractie 4-chloorfenol in Bodem/Sediment t.o.v. drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;4ClFol;4-chloorfenol
142;Massafractie stikstof Kjeldahl in Bodem/Sediment uitgedrukt in stikstof / drooggewicht in mg/kg;BS;Bodem/Sediment;mg/kg;milligram per kilogram;MASSFTE;Massafractie;Ndg;uitgedrukt in stikstof / drooggewicht;NKj;stikstof Kjeldahl
143;Massa per oppervlakte Bodem/Sediment asvrij drooggewicht in Bathyporeia elegansmg/m2;BS;Bodem/Sediment;mg/m2;milligram per vierkante meter;MASSPOPVTE;Massa per oppervlakte;adg;asvrij drooggewicht;NVT;Waarde is niet van toepassing
144;Massa per oppervlakte Bodem/Sediment Levensstadium-Adult in Ampelisca brevicornismg/m2;BS;Bodem/Sediment;mg/m2;milligram per vierkante meter;MASSPOPVTE;Massa per oppervlakte;LS-AD;Levensstadium-Adult;NVT;Waarde is niet van toepassing
145;Massa per oppervlakte Bodem/Sediment Levensstadium-Juveniel in Ebaliamg/m2;BS;Bodem/Sediment;mg/m2;milligram per vierkante meter;MASSPOPVTE;Massa per oppervlakte;LS-JU;Levensstadium-Juveniel;NVT;Waarde is niet van toepassing
146;Lengte Bodem/Sediment Levensstadium-Adult in Corbula gibbamm;BS;Bodem/Sediment;mm;millimeter;LENGTE;Lengte;LS-AD;Levensstadium-Adult;NVT;Waarde is niet van toepassing
147;Lengte Bodem/Sediment Levensstadium-Juveniel in Venusmm;BS;Bodem/Sediment;mm;millimeter;LENGTE;Lengte;LS-JU;Levensstadium-Juveniel;NVT;Waarde is niet van toepassing
148;Lengte Bodem/Sediment Abra albamm;BS;Bodem/Sediment;mm;millimeter;LENGTE;Lengte;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
149;Aantal Bodem/Sediment Levensstadium-Adult in Ampelisca brevicornisn;BS;Bodem/Sediment;n;exemplaren;AANTL;Aantal;LS-AD;Levensstadium-Adult;NVT;Waarde is niet van toepassing
150;Aantal Bodem/Sediment Levensstadium-Juveniel in Ebalian;BS;Bodem/Sediment;n;exemplaren;AANTL;Aantal;LS-JU;Levensstadium-Juveniel;NVT;Waarde is niet van toepassing
151;Aantal Bodem/Sediment Levensstadium-Larve in Corynoneura scutellata agg.n;BS;Bodem/Sediment;n;exemplaren;AANTL;Aantal;LS-LA;Levensstadium-Larve;NVT;Waarde is niet van toepassing
152;Aantal Bodem/Sediment Levensstadium-Pop in Halocladius variansn;BS;Bodem/Sediment;n;exemplaren;AANTL;Aantal;LS-PO;Levensstadium-Pop;NVT;Waarde is niet van toepassing
153;Aantal Bodem/Sediment Levensvorm-Kolonie in Cnidarian;BS;Bodem/Sediment;n;exemplaren;AANTL;Aantal;LV-KOL;Levensvorm-Kolonie;NVT;Waarde is niet van toepassing
154;Aantal Bodem/Sediment Aulodrilus piguetin;BS;Bodem/Sediment;n;exemplaren;AANTL;Aantal;NVT;Niet van toepassing;NVT;Waarde is niet van toepassing
155;Aantal per oppervlakte Bodem/Sediment Levensstadium-Adult in Ampelisca brevicornisn/m2;BS;Bodem/Sediment;n/m2;exemplaren per vierkante meter;AANTPOPVTE;Aantal per oppervlakte;LS-AD;Levensstadium-Adult;NVT;Waarde is niet van toepassing
156;Aantal per oppervlakte Bodem/Sediment Levensstadium-Juveniel in Ebalian/m2;BS;Bodem/Sediment;n/m2;exemplaren per vierkante meter;AANTPOPVTE;Aantal per oppervlakte;LS-JU;Levensstadium-Juveniel;NVT;Waarde is niet van toepassing
158;Massafractie alfa-endosulfan in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;aedsfn;alfa-endosulfan
159;Massafractie alfa-hexachloorcyclohexaan in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;aHCH;alfa-hexachloorcyclohexaan
160;Massafractie aldrin in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;aldn;aldrin
161;Massafractie beta-endosulfan in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;bedsfn;beta-endosulfan
162;Massafractie beta-hexachloorcyclohexaan in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;bHCH;beta-hexachloorcyclohexaan
163;Massafractie gamma-hexachloorcyclohexaan (lindaan) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;cHCH;gamma-hexachloorcyclohexaan (lindaan)
164;Massafractie cis-heptachloorepoxide in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;cHpClepO;cis-heptachloorepoxide
165;Massafractie dibutyltin (kation) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;DC4ySn;dibutyltin (kation)
166;Massafractie difenyltin (kation) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;DFySn;difenyltin (kation)
167;Massafractie delta-hexachloorcyclohexaan in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;dHCH;delta-hexachloorcyclohexaan
168;Massafractie dieldrin in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;dieldn;dieldrin
169;Massafractie endrin in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;endn;endrin
170;Massafractie hexachloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HCB;hexachloorbenzeen
171;Massafractie heptachloor in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HpCl;heptachloor
172;Massafractie hexachloorbutadieen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HxClbtDen;hexachloorbutadieen
173;Massafractie hexachloorethaan in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;HxClC2a;hexachloorethaan
174;Massafractie isodrin in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;idn;isodrin
175;Massafractie monobutyltin (kation) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;MC4ySn;monobutyltin (kation)
176;Massafractie monofenyltin (kation) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;MFySn;monofenyltin (kation)
177;Massafractie 2,2',4,4',6-pentabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE100;2,2',4,4',6-pentabroomdifenylether
178;Massafractie 2,2',3,4,4',5'-hexabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE138;2,2',3,4,4',5'-hexabroomdifenylether
179;Massafractie 2,2',4,4',5,5'-hexabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE153;2,2',4,4',5,5'-hexabroomdifenylether
180;Massafractie 2,2',4,4',5,6'-hexabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE154;2,2',4,4',5,6'-hexabroomdifenylether
181;Massafractie 2,2',3,4,4',5',6-heptabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE183;2,2',3,4,4',5',6-heptabroomdifenylether
182;Massafractie 2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE209;2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether
183;Massafractie 2,4,4'-tribroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE28;2,4,4'-tribroomdifenylether
184;Massafractie 2,2',4,4'-tetrabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE47;2,2',4,4'-tetrabroomdifenylether
185;Massafractie 2,2',4,5'-tetrabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE49;2,2',4,5'-tetrabroomdifenylether
186;Massafractie 2,3',4,4'-tetrabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE66;2,3',4,4'-tetrabroomdifenylether
187;Massafractie 2,3',4',6-tetrabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE71;2,3',4',6-tetrabroomdifenylether
188;Massafractie 2,4,4',6-tetrabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE75;2,4,4',6-tetrabroomdifenylether
189;Massafractie 2,2',3,4,4'-pentabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE85;2,2',3,4,4'-pentabroomdifenylether
190;Massafractie 2,2',4,4',5-pentabroomdifenylether in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PBDE99;2,2',4,4',5-pentabroomdifenylether
191;Massafractie 2,2',4,5,5'-pentachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB101;2,2',4,5,5'-pentachloorbifenyl
192;Massafractie 2,3,3',4,4'-pentachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB105;2,3,3',4,4'-pentachloorbifenyl
193;Massafractie 2,3',4,4',5-pentachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB118;2,3',4,4',5-pentachloorbifenyl
194;Massafractie 2,2',3,4,4',5'-hexachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB138;2,2',3,4,4',5'-hexachloorbifenyl
195;Massafractie 2,2',4,4',5,5'-hexachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB153;2,2',4,4',5,5'-hexachloorbifenyl
196;Massafractie 2,2',3,3',4,4',5-heptachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB170;2,2',3,3',4,4',5-heptachloorbifenyl
197;Massafractie 2,2',5-trichloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB18;2,2',5-trichloorbifenyl
198;Massafractie 2,2',3,4,4',5,5'-heptachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB180;2,2',3,4,4',5,5'-heptachloorbifenyl
199;Massafractie 2,2',3,4,5,5',6-heptachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB185;2,2',3,4,5,5',6-heptachloorbifenyl
200;Massafractie 2,2',3,4',5,5',6-heptachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB187;2,2',3,4',5,5',6-heptachloorbifenyl
201;Massafractie 2,4,4'-trichloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB28;2,4,4'-trichloorbifenyl
202;Massafractie 2,4',5-trichloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB31;2,4',5-trichloorbifenyl
203;Massafractie 2,2',3,5'-tetrachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB44;2,2',3,5'-tetrachloorbifenyl
204;Massafractie 2,2',4,5'-tetrachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB49;2,2',4,5'-tetrachloorbifenyl
205;Massafractie 2,2',5,5'-tetrachloorbifenyl in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PCB52;2,2',5,5'-tetrachloorbifenyl
206;Massafractie pentachloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PeClBen;pentachloorbenzeen
207;Massafractie pentachloorfenol in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;PeClFol;pentachloorfenol
208;Massafractie som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sDClNO2Ben4;som 2,3-, 2,4-, 2,5- en 3,4-dichloornitrobenzeen
209;Massafractie som tetrachloorbenzeen-isomeren in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;sT4ClBen;som tetrachloorbenzeen-isomeren
210;Massafractie som 1-chloor-2- en 4-nitrobenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;s1Cl24NO2Ben;som 1-chloor-2- en 4-nitrobenzeen
211;Massafractie som 1,2- en 1,4-dichloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;s1214DClBen;som 1,2- en 1,4-dichloorbenzeen
212;Massafractie trichloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;TClBen;trichloorbenzeen
213;Massafractie tributyltin (kation) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;TC4ySn;tributyltin (kation)
214;Massafractie telodrin in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;teldn;telodrin
215;Massafractie trifenyltin (kation) in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;TFySn;trifenyltin (kation)
216;Massafractie trans-heptachloorepoxide in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;tHpClepO;trans-heptachloorepoxide
217;Massafractie 1-chloor-2-nitrobenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl2NO2Ben;1-chloor-2-nitrobenzeen
218;Massafractie 1-chloor-3-nitrobenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl3NO2Ben;1-chloor-3-nitrobenzeen
219;Massafractie 1-chloor-4-nitrobenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1Cl4NO2Ben;1-chloor-4-nitrobenzeen
220;Massafractie 1,2-dichloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;12DClBen;1,2-dichloorbenzeen
221;Massafractie 1,2,3-trichloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;123TClBen;1,2,3-trichloorbenzeen
222;Massafractie 1,2,3,4-tetrachloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1234T4ClBen;1,2,3,4-tetrachloorbenzeen
223;Massafractie 1,2,3,5-tetrachloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1235T4ClBen;1,2,3,5-tetrachloorbenzeen
224;Massafractie 1,2,4-trichloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;124TClBen;1,2,4-trichloorbenzeen
225;Massafractie 1,2,4,5-tetrachloorbenzeen in Bodem/Sediment t.o.v. drooggewicht in ug/kg;BS;Bodem/Sediment;ug/kg;microgram per kilogram;MASSFTE;Massafractie;dg;t.o.v. drooggewicht;1245T4ClBen;1,2,4,5-tetrachloorbenzeen
