"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd";"Guid"
5549;"2784-73-8";"6oMactmfne";"6-o-monoacetylmorfine";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-1571368b-d504-49c4-8ca0-05a56198962a"
555;"NVT";"sDDX6";"som 2,4'-, 4,4'-DDT, 2,4'-, 4,4'-DDD, 2,4'- en 4,4'-DDE";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-54fe9741-45ab-4259-8323-27e0dc47ac9e"
5550;"50-36-2";"cocine";"cocaïne";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-e35e1d37-1035-419a-9c25-3357261c8003"
5551;"1088-11-5";"desC1yDazpm";"desmethyldiazepam";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-b2bf730b-f70e-4a75-8517-48751f9fab6b"
5552;"30223-73-5";"2C2yid15DC1y";"2-ethylidene-1,5-dimethyl-3,3-difenylpyrrolidine";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-a811e951-9c9e-4c4d-8b8d-42665fb9bfbc"
5553;"100477-72-3";"ketAe";"ketamine";"ChemischeStof";"2016-01-16";"2021-12-08";"Vervallen";"";"Id-abceaf94-c2a7-4667-b0db-b7087a86cdef"
5553;"6740-88-1";"ketAe";"ketamine";"ChemischeStof";"2021-12-09";"2100-01-01";"Geldig";"";"Id-0e2d7ca0-1b6e-44d7-bdcb-f844df9bc07d"
5554;"76-99-3";"metdn";"methadon";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-1b181559-baea-4ab6-8e6f-3717ceac33df"
5556;"57-27-2";"morfne";"morfine";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-53cecd83-aa42-4c13-b2db-d199e2e96cf9"
5557;"467-15-2";"norcdine";"norcodeïne";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-b0aa1344-93d4-4529-ae2f-f558af4148f5"
5558;"19395-41-6";"ritlnzr";"ritalinezuur";"ChemischeStof";"2016-01-16";"2100-01-01";"Geldig";"";"Id-173241f5-83fe-4560-82d1-03f4e7b797ae"
5559;"16219-75-3";"5C2yid2nbnn";"5-ethylideen-2-norborneen";"ChemischeStof";"2016-01-23";"2100-01-01";"Geldig";"";"Id-89fbce37-1f49-4605-b073-7fe0ac627186"
5560;"17233-71-5";"123456Hxtpne";"1,2,3,4,5,6-hexathiepane";"ChemischeStof";"2016-02-09";"2100-01-01";"Geldig";"";"Id-1830eee2-571e-4657-9f23-f5302911117c"
5561;"150114-71-9";"Aoprld";"aminopyralid";"ChemischeStof";"2016-02-09";"2100-01-01";"Geldig";"";"Id-528f29fa-6222-4de7-98ed-9131a74de627"
5562;"180409-60-3";"cyffAd";"cyflufenamide";"ChemischeStof";"2016-02-09";"2100-01-01";"Geldig";"";"Id-3cbcd1fa-68c9-41a4-8141-4376114ff49d"
5563;"52508-35-7";"dikglNa";"dikegulac-natrium";"ChemischeStof";"2016-02-09";"2100-01-01";"Geldig";"";"Id-63e876eb-2ce5-4672-8490-4669cbe46be1"
5564;"473798-59-3";"fenprAe";"fenpyrazamine";"ChemischeStof";"2016-02-09";"2100-01-01";"Geldig";"";"Id-8d275ccf-1d33-4206-9b46-2547fefab40e"
5565;"3984-14-3";"DC1ysAd";"dimethylsulfamide";"ChemischeStof";"2016-02-09";"2100-01-01";"Geldig";"";"Id-4db816b0-74d9-4e11-949d-0a05be2084d0"
5566;"124-11-8";"1C9e";"1-noneen";"ChemischeStof";"2016-02-25";"2100-01-01";"Geldig";"";"Id-2cd587ce-8c83-48a3-b846-bf528c670d9f"
5567;"111-66-0";"1C8e";"1-octeen";"ChemischeStof";"2016-02-25";"2100-01-01";"Geldig";"";"Id-8714c60e-17d5-47ea-aafc-6ce6f61ef706"
5568;"99-99-0";"4NO2Tol";"4-nitrotolueen";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-2e298eb0-bfe4-497e-a83d-3cac624c5de8"
5569;"19406-51-0";"4Ao26DNO2Tol";"4-amino-2,6-dinitrotolueen";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-b21f4336-90d2-4927-abcd-b1ea3e1466f3"
5570;"35572-78-2";"2Ao46DNO2Tol";"2-amino-4,6-dinitrotolueen";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-298717dc-602d-43e3-8236-15ff9f74c3cd"
5571;"628-96-6";"C2yegcDNO3";"ethyleenglycoldinitraat (EGDN)";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-f4bea233-df84-4e5f-8666-68bf092c5c28"
5572;"693-21-0";"DC2yegcDNO3";"diethyleenglycoldinitraat";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-877d8970-528e-40f8-be51-aa18164640a8"
5573;"2691-41-0";"octgn";"octogeen (HMX)";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-a5ee4282-45c6-4c71-8b5d-5b4e2e23cf5c"
5574;"479-45-8";"tetl";"tetryl (CE)";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-cef6bbb5-290e-492c-aeb7-9ad36c8023f2"
5575;"131-73-7";"DpicAe";"dipicrylamine";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-387a8021-a0bb-4a3d-8cf6-17faf64f0d8a"
5576;"78-11-5";"PeerttT4NO3";"pentaerythritoltetranitraat (PETN)";"ChemischeStof";"2016-03-23";"2100-01-01";"Geldig";"";"Id-344a9d9e-6169-4a18-901b-3c2bdfd09ae7"
5577;"NVT";"sverttPFOA";"som vertakte PFOA-isomeren";"ChemischeStof";"2016-03-12";"2021-12-02";"Vervallen";"";"Id-25ded2a4-1a1f-43c6-b0b1-d98012bab8ce"
5577;"NVT";"sverttPFOA";"som vertakte perfluoroctaanzuur-isomeren";"ChemischeStof";"2021-12-03";"2100-01-01";"Geldig";"Id-424adbfe-9354-474b-b240-43b994404c3f";"Id-9f9b0b8b-c72a-470e-9ff7-2e23479e2774"
5578;"NVT";"OSPAR_PLAIND";"Plastic deeltjes, herkomst industrie (plastic granulaat)";"Object";"2016-03-17";"2100-01-01";"Geldig";"";"Id-2bfbac96-c3f1-4ca5-8333-e8159e474ba1"
5579;"NVT";"OSPAR_PLAUSE";"Plastic deeltjes, herkomst consument";"Object";"2016-03-17";"2100-01-01";"Geldig";"";"Id-f6da1fd4-938e-4c70-b139-ef55597b0913"
558;"124-18-5";"C10a";"decaan";"ChemischeStof";"2013-07-06";"2100-01-01";"Geldig";"";"Id-25c9f67b-d7d4-4381-be1b-fe3f5320443c"
5580;"NVT";"OSPAR_PLATOT";"Plastic deeltjes, herkomst industrie en consument";"Object";"2016-03-17";"2100-01-01";"Geldig";"";"Id-c4ce8fd5-7505-4035-9ed1-9da51aa405bf"
5581;"108-82-7";"26DC1y4C7ol";"2,6-dimethyl-4-heptanol";"ChemischeStof";"2016-03-19";"2100-01-01";"Geldig";"";"Id-200c93c1-16ac-49d8-ac0f-aa7ae8e277de"
5582;"2679-87-0";"2C2oxC4a";"2-ethoxybutaan";"ChemischeStof";"2016-03-19";"2100-01-01";"Geldig";"";"Id-41bb7696-c80b-48af-b7c7-212d921928b0"
5583;"919-94-8";"2C2ox2C1yC4a";"2-ethoxy-2-methylbutaan";"ChemischeStof";"2016-03-19";"2100-01-01";"Geldig";"";"Id-66789621-2e74-487a-be8c-1dd3f1fc7b7b"
5584;"1112-67-0";"T4C4yNH4Cl";"tetrabutylammoniumchloride";"ChemischeStof";"2016-03-19";"2100-01-01";"Geldig";"";"Id-cbdac2db-08e3-40dd-8b08-dd84aa150b11"
5585;"1941-30-6";"T4C3yNH3Br";"tetrapropylammoniumbromide";"ChemischeStof";"2016-03-19";"2100-01-01";"Geldig";"";"Id-52fff4d0-8002-44d1-9c78-d763b8d8c063"
5586;"54644-28-9";"35DC2y124Tto";"3,5-diethyl-1,2,4-trithiolan";"ChemischeStof";"2016-04-09";"2100-01-01";"Geldig";"";"Id-67f85111-25e5-4ebd-afb1-04c1518daf21"
5587;"78-81-9";"iC4yAe";"isobutylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-8299c0d7-97b5-4313-a98d-553cf54865b1"
5588;"110-58-7";"NamAe";"N-amylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-f8f75001-2b47-4ace-858f-7d3440c0d6fe"
5589;"107-10-8";"1AoC3a";"1-aminopropaan";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-491df44d-b462-456c-9d8b-353977e25668"
559;"334-48-5";"C10azr";"decaanzuur";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-3d15f729-3938-434b-8d84-4465f5a95f13"
5590;"13952-84-6";"secC4yAe";"sec-butylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-3fe72471-a4e8-44f2-92ae-e3ffc904b626"
5591;"75-64-9";"ttC4yAe";"tert-butylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-14aa45ee-9805-4d06-a0b7-181c96582b83"
5592;"4444-68-2";"DC2yC4yAe";"diethylbutylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-e1359e96-48b4-4c2f-833f-cdc5a6f1a47a"
5593;"110-96-3";"NNb2C1yC3yAe";"N,N-bis(2-methylpropyl)amine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-95dadbf2-d853-43c3-b07f-779ddb350612"
5594;"142-84-7";"DC3yAe";"dipropylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-dec2e862-0faa-40c4-8f67-1656b99bb695"
5595;"626-23-3";"N1C1yC3y2C4a";"N-(1-methylpropyl)-2-butaanamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-731bd9ce-bdcc-4bad-83ba-0f6401cebedd"
5596;"20193-21-9";"NC3y1C4aAe";"N-propyl-1-butaanamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-cc8fe5bd-a095-4d68-be73-0dd843a8624f"
5597;"102-69-2";"TC3yAe";"tripropylamine";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-7ee8d7b3-6bac-4569-9794-88ae065e8ce0"
5598;"4098-71-9";"ifrDiCN";"isoforon diisocyanaat";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-1c8483d6-e995-4830-ad82-6aff573b7724"
5599;"72-03-7";"propont";"propionaat";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-be1d971e-5b22-44ea-89dd-9e52edac5140"
5600;"616-45-5";"2prldn";"2-pyrrolidon";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-8d5bb4b6-5b84-4f68-9666-93e7e7f77ea4"
5601;"85785-20-2";"espcb";"esprocarb";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-80a0bec1-7522-4adc-9aaa-7591e782679f"
5602;"2941-55-1";"etolt";"ethiolaat";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-2881d6da-b03f-419c-b1ec-c32c9a1a2445"
5603;"88678-67-5";"pyrbtcb";"pyributicarb";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-1bc50738-e133-48cd-9bf4-6196052d81e5"
5604;"95-06-7";"sulfalt";"sulfallaat";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-775adf30-e94b-4258-9398-eabd2383ba60"
5605;"36756-79-3";"tocbzl";"tiocarbazil";"ChemischeStof";"2016-06-30";"2100-01-01";"Geldig";"";"Id-de7b8a6d-07c3-4572-ac1f-a5be554d72f1"
5606;"98243-83-5";"benlxlM";"benalaxyl-M";"ChemischeStof";"2016-05-03";"2100-01-01";"Geldig";"";"Id-11be9856-29a8-420e-8e3e-aad6c168b793"
5607;"NVT";"sPCB128174";"som PCB128 en PCB174";"ChemischeStof";"2016-05-19";"2100-01-01";"Geldig";"";"Id-a5728773-6ff7-4cdf-b572-98d7176f5ab4"
5608;"NVT";"sPCB156172";"som PCB156 en PCB172";"ChemischeStof";"2016-05-19";"2100-01-01";"Geldig";"";"Id-59d30532-5f45-47dc-8e00-8e2a5be5010a"
5609;"196618-13-0";"ostmvr";"oseltamivir";"ChemischeStof";"2016-05-24";"2100-01-01";"Geldig";"";"Id-6fa39cbd-068d-4487-81c0-3571d6647a06"
5610;"2820-37-3";"34DC1yprzl";"3,4-dimethylpyrazol";"ChemischeStof";"2016-06-08";"2100-01-01";"Geldig";"";"Id-a6b6dfb3-6f63-4055-8f3f-d5dc4aa8244d"
5611;"1453-58-3";"3C1yprzl";"3-methylpyrazol";"ChemischeStof";"2016-06-08";"2100-01-01";"Geldig";"";"Id-0336efa9-270d-4591-b76b-072b5352cd59"
5612;"NVT";"AANTFTE";"Aantalfractie";"Grootheid";"2016-06-16";"2100-01-01";"Geldig";"";"Id-534809fa-5d3e-4e5d-aa3c-161594bc341e"
5613;"NVT";"RPSI";"Relatieve penisgrootte index";"Grootheid";"2016-06-18";"2100-01-01";"Geldig";"";"Id-db18318b-3c22-4215-9ed0-6fabde90015d"
5614;"NVT";"RPLI";"Relatieve penislengte index";"Grootheid";"2016-06-18";"2100-01-01";"Geldig";"";"Id-0b677148-6872-4974-8a96-451d4268b5c7"
5615;"2051-60-7";"PCB1";"2-chloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-cb8cf99c-d4e9-47f8-824e-e425d0ea8448"
5616;"2051-61-8";"PCB2";"3-chloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-e713250b-9e56-437d-88e6-376899ef0464"
5617;"2051-62-9";"PCB3";"4-chloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-fc681dfc-f57e-4373-b6d8-713c2dd7af53"
5618;"34883-41-5";"PCB14";"3,5-dichloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-cf880820-61af-4c24-b4e3-b9bf84df7d5c"
5619;"35693-92-6";"PCB30";"2,4,6-trichloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-171cd135-c01b-4a22-b618-6a3c3adc99dc"
562;"319-86-8";"dHCH";"delta-hexachloorcyclohexaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5f4d3d7c-49e8-4881-a1bb-a13ba6021748"
5620;"62796-65-0";"PCB50";"2,2',4,6-tetrachloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-ee4c4124-6230-47cb-a783-a8b9fd9e53b5"
5621;"55702-46-0";"PCB21";"2,3,4-trichloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-527c5971-f4b4-433a-8449-3df9400b457c"
5622;"56558-16-8";"PCB104";"2,2',4,6,6'-pentachloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-f82d1ebd-93a4-4259-ad99-355d77767e32"
5623;"74338-24-2";"PCB55";"2,3,3',4-tetrachloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-12a9a3f1-df43-4781-99ad-a319a3dc9785"
5624;"70362-49-1";"PCB78";"3,3',4,5-tetrachloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-08dc8dd9-985b-48ea-96d7-3d4b71e992cb"
5625;"74472-40-5";"PCB145";"2,2',3,4,6,6'-hexachloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-84a42157-cd19-4dbf-aaf2-17e7599a2b93"
5626;"74472-52-9";"PCB204";"2,2',3,4,4',5,6,6'-octachloorbifenyl";"ChemischeStof";"2016-08-09";"2100-01-01";"Geldig";"";"Id-f9ae870e-7a39-4fdb-a20b-f67258466f67"
5627;"NVT";"speroxsplfrt";"som peroxisoom proliferators (gamma)";"ChemischeStof";"2016-08-20";"2100-01-01";"Geldig";"Id-851f303c-35ed-4e45-a074-f245a3c5b581";"Id-9cf3cee1-98c9-4394-9e6c-81544a197f9a"
5628;"122320-73-4";"rosgtzn";"rosiglitazon";"ChemischeStof";"2016-08-20";"2100-01-01";"Geldig";"";"Id-a170729b-e8fc-485b-8324-f81878687f45"
5629;"NVT";"VOEDTSD";"Voedingstoestand";"Typering";"2016-08-25";"2100-01-01";"Geldig";"";"Id-88ab1611-aafe-4a44-a6a3-22e98013e800"
563;"52918-63-5";"dmtn";"deltamethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-605d68cb-3a8c-4d5e-8088-1dbd6e4c94b6"
5630;"NVT";"STAATOBDG";"Staat van ontbinding";"Typering";"2016-08-25";"2100-01-01";"Geldig";"";"Id-97e83736-6866-41de-ab12-36293241a7c7"
5631;"NVT";"DOODSOZK";"Doodsoorzaak";"Typering";"2016-08-25";"2100-01-01";"Geldig";"";"Id-d6183b68-c68d-4bbe-be17-a41e77eacdb4"
5632;"NVT";"GEHSDE";"Gehoorschade";"Typering";"2016-08-25";"2100-01-01";"Geldig";"";"Id-4960cff4-43c1-40b7-a29e-3a847a4c8030"
5633;"NVT";"VIS";"Vis-kwaliteit";"Typering";"2016-12-07";"2100-01-01";"Geldig";"";"Id-8f0c20c1-9a9a-4e25-af8e-791781332c3f"
5634;"101-67-7";"4C8yN4C8yFyB";"4-octyl-N-(4-octylfenyl)-benzeenamine";"ChemischeStof";"2016-10-04";"2100-01-01";"Geldig";"";"Id-24d8dd74-98ab-41ca-ba8b-225d644a3262"
5635;"NVT";"IPSindex";"Specifieke Vervuilingsgevoeligheid Index (IPS)";"Grootheid";"2016-12-03";"2100-01-01";"Geldig";"";"Id-525f7958-c098-45df-bb38-047ee1e79d45"
5636;"NVT";"TIindex";"Trofie Index";"Grootheid";"2016-12-03";"2100-01-01";"Geldig";"";"Id-600b3e01-9f04-4be1-96d6-9c2466c53e93"
5637;"NVT";"FYT_bloei1";"Fytopl. - bloeisoort (01-02) Planktothrix agardhii";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-bcc04078-a46b-42c9-912d-20ff21945edb"
5638;"NVT";"FYT_bloei3";"Fytopl. - bloeisoort (03) Planktothrix rubescens";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-095c62d2-5e24-4b3a-b7c9-25b90a621332"
5639;"NVT";"FYT_bloei4";"Fytopl. - bloeisoort (04) dunne filamenteuze blauwalg";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-397ee592-4924-454a-8bf0-55bade1a167d"
564;"298-03-3";"demtnO";"demeton-O";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-f7c52334-1344-49c2-ab35-add7146fdcd6"
5640;"NVT";"FYT_bloei5";"Fytopl. - bloeisoort (05) Thalassiosira pseudonana";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-9ca32350-1f66-4aae-8e37-be8522fcb825"
5641;"NVT";"FYT_bloei6";"Fytopl. - bloeisoort (06) Stephanodiscus hantzschii";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-2efc6810-0ff9-4674-aee5-1b45f075aeb6"
5642;"NVT";"FYT_bloei7";"Fytopl. - bloeisoort (07-08) Microcystis";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-bd8602e4-4880-4080-b26e-330f978177f5"
5643;"NVT";"FYT_bloei9";"Fytopl. - bloeisoort (09) Microcystis wesenbergii";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-b2804d6d-1d40-4c6a-918b-e133fa7ae072"
5644;"NVT";"FYT_bloei10";"Fytopl. - bloeisoort (10) Scenedesmus soortenarm";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-2743e8a6-748f-432c-af7c-e8ec06914921"
5645;"NVT";"FYT_bloei11";"Fytopl. - bloeisoort (11) Cyclotella meneghiniana";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-32115a08-f30c-439c-a793-d1081546aa5e"
5646;"NVT";"FYT_bloei12";"Fytopl. - bloeisoort (12) Stephanodiscus binderanus";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-56ecdb1f-7323-4257-9fb4-fad3fb50cd62"
5647;"NVT";"FYT_bloei13";"Fytopl. - bloeisoort (13) Gonyostomum semen";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-426b0ae2-34df-4d5c-899c-8e43d1462948"
5648;"NVT";"FYT_bloei14";"Fytopl. - bloeisoort (14) Aphanizomenon gracile";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-b21f4e11-5ce2-4916-b107-becfb641792e"
5649;"NVT";"FYT_bloei15";"Fytopl. - bloeisoort (15) klein Chlorococcales soortenrijk";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-6dd71421-c736-44aa-b033-155199531163"
5650;"NVT";"FYT_bloei16";"Fytopl. - bloeisoort (16) Anabaenopsis";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-181d665a-4fb3-4283-872a-d7885162b6e2"
5651;"NVT";"FYT_bloei17";"Fytopl. - bloeisoort (17-18) Prymnesium";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-f23503fc-52be-4a6a-a8e6-6992a04b845e"
5652;"NVT";"FYT_bloei19";"Fytopl. - bloeisoort (19) kleine Cryptophyceae";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-fd0fba42-3e9e-4c7d-993d-bdd7eb63f167"
5653;"NVT";"FYT_bloei20";"Fytopl. - bloeisoort (20) Cryptomonas";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-2009ac2a-9962-45a0-b091-446759ff69ca"
5654;"NVT";"FYT_bloei21";"Fytopl. - bloeisoort (21) Skeletonema";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-069d414b-5f9c-4498-b4ad-8a84ee721647"
5655;"NVT";"FYT_bloei22";"Fytopl. - bloeisoort (22) Diatoma tenuis";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-162c6b7c-3bc1-40ff-9148-0adb66909024"
5656;"NVT";"FYT_bloei23";"Fytopl. - bloeisoort (23) klein Chroococcales soortenrijk";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-4061fa18-6bb2-40e1-ae0c-20eccdc59ec5"
5657;"NVT";"FYT_bloei24";"Fytopl. - bloeisoort (24-25) Aphanizomenon flos-aquae";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-a20750f3-99bf-409b-9cd7-a083a839ce19"
5658;"NVT";"FYT_bloei26";"Fytopl. - bloeisoort (26) Anabaena";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-3c41f2b2-d692-4e2b-9ba1-31310eaf487d"
5659;"NVT";"FYT_bloei27";"Fytopl. - bloeisoort (27) Aulacoseira granulata/ambigua";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-6bf6bdfa-cb1b-4bf8-aed8-7083e384567b"
566;"126-75-0";"demtnS";"demeton-S";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-f721aa11-33ea-4c8b-8be5-f69ee38acb3d"
5660;"NVT";"FYT_bloei28";"Fytopl. - bloeisoort (28) sieralg Staurodesmus extensus";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-73088f24-2bd6-4d72-ad61-ba5b19b0fe34"
5661;"NVT";"FYT_bloei29";"Fytopl. - bloeisoort (29) sieralg Teilingia granulata";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-0488a9c6-8717-4085-9ff5-9050e7c4c1b8"
5662;"NVT";"FYT_bloei30";"Fytopl. - bloeisoort (30) Ankyra";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-273ac8d8-ea19-4116-b4f1-d3bd35960afe"
5663;"NVT";"FYT_bloei31";"Fytopl. - bloeisoort (31) Monomastix";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-a11a8c81-87a8-48c3-b525-8ca8920d6ccd"
5664;"NVT";"FYT_bloei32";"Fytopl. - bloeisoort (32) Pedinomonas";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-76ec76a3-377c-4861-9bfe-3ae3c8d18656"
5665;"NVT";"FYT_bloei33";"Fytopl. - bloeisoort (33) Pyramimonas";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-eddf81f4-0878-4dd1-a4d8-0fd38dbd37cb"
5666;"NVT";"FYT_bloei34";"Fytopl. - bloeisoort (34) Woronichinia naegeliana";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-1d7ede2e-7cda-4723-b15e-d9a5b805a35d"
5667;"NVT";"FYT_bloei35";"Fytopl. - bloeisoort (35) Chrysochromulina parva";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-d62d15b7-7ae4-44cb-b2d7-7c128d6b0418"
5668;"NVT";"FYT_bloei36";"Fytopl. - bloeisoort (36) Cyclotella radiosa";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-43317c0d-0300-44f6-8f94-e5436a44b6cd"
5669;"NVT";"FYT_bloei37";"Fytopl. - bloeisoort (37) Asterionella formosa";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-c4cbb933-3b8f-4093-bee8-191f3c5d3f8c"
567;"919-86-8";"demtSC1y";"demeton-S-methyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-168278ac-e9a6-40f3-ac4e-e014779e4fcc"
5670;"NVT";"FYT_bloei40";"Fytopl. - bloeisoort (40) Aulacoseira islandica/subarctica";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-87c693ce-4feb-4586-b312-ee9dc9280568"
5671;"NVT";"FYT_bloei41";"Fytopl. - bloeisoort (41) Cyclotella ocellata";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-58727163-cbb3-4b9e-a437-052e6ea2a4a2"
5672;"NVT";"FYT_bloei42";"Fytopl. - bloeisoort (42) Chaetoceros";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-bb39fa19-8221-4373-b8f2-d3acac5c06f7"
5673;"NVT";"FYT_bloei43";"Fytopl. - bloeisoort (43) Synura";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-b2b4e1ea-4538-4d5a-a3d9-4593da4349e4"
5674;"NVT";"FYT_bloei44";"Fytopl. - bloeisoort (44) Mallomonas";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-8dc858b0-590d-44b9-9ba8-ad5a529969dd"
5675;"NVT";"FYT_bloei45";"Fytopl. - bloeisoort (45) Dinobryon";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-734c46e4-009b-46fb-9c5b-7f405c61613f"
5676;"NVT";"FYT_bloei46";"Fytopl. - bloeisoort (46) Ochromonas";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-354c9549-c3dd-4d99-b25c-a807e49302ca"
5677;"NVT";"FYT_bloei47";"Fytopl. - bloeisoort (47) thecate dinoflagellaten Ceratium";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-d60f28b5-1ff3-4e11-a32d-251298c657dc"
5678;"NVT";"FYT_bloei48";"Fytopl. - bloeisoort (48) thecate dinoflagellaten Peridinium";"Object";"2016-12-03";"2100-01-01";"Geldig";"";"Id-9ca859b4-8c0c-461f-b52b-ccafbf40fe15"
