"Id";"CASnummer";"Codes";"Omschrijving";"Groep";"Begin geldigheid";"Eind geldigheid";"Status";"Gerelateerd";"Guid"
3079;"89-59-8";"4Cl2NO2Tol";"4-chloor-2-nitrotolueen";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-3bba26f6-21b1-475d-9141-ef4ebee77a4b"
3080;"7149-75-9";"4Cl3C1yAn";"4-chloor-3-methylaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-071f0a70-1ca2-4d56-ad5b-cd1110d96593"
3080;"7149-75-9";"4Cl3C1yAn";"4-chloor-3-methylaniline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-8bc9ef6f-9339-46ee-825b-7a5e3bd7f01e"
3081;"NVT";"AFWKG";"Afwijking";"Grootheid";"2012-01-26";"2014-05-09";"Vervallen";"";"Id-a734bc98-7081-4dd8-b148-0175937242c7"
3081;"NVT";"AFWKG";"Afwijking";"Grootheid";"2014-05-10";"2100-01-01";"Geldig";"";"Id-923b1da7-de3d-46ac-92a3-05f6bcae757e"
3082;"89-60-1";"4Cl3NO2Tol";"4-chloor-3-nitrotolueen";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-cefd7238-f50d-4146-ad93-10ac0df83984"
3082;"89-60-1";"4Cl3NO2Tol";"4-chloor-3-nitrotolueen";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-6af38d64-59a3-41b9-bc4f-f3fd803a66fc"
3083;"932-96-7";"4ClNC1yAn";"4-chloor-N-methylaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-83e24e91-31d2-4a9e-b517-9e6a5509a60a"
3083;"932-96-7";"4ClNC1yAn";"4-chloor-N-methylaniline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-7fac1565-6ae7-461b-a7c7-4d6957c45d42"
3084;"599-64-4";"4cumFol";"4-cumylfenol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-a09085c3-37db-4c77-a468-c978f5e61e34"
3084;"599-64-4";"4cumFol";"4-cumylfenol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-3a45afcf-8004-40a3-a9b1-93ff96e65208"
3085;"99-88-7";"4iC3yAn";"4-isopropylaniline (Cumidine)";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-7ff84064-2013-4aa9-95f6-037d42d3e0fc"
3085;"99-88-7";"4iC3yAn";"4-isopropylaniline (Cumidine)";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-e705bccd-35c9-44e1-a984-598eeac20cea"
3086;"92-93-3";"4NO2DFy";"4-nitrodifenyl";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-596d1753-c600-4d5b-8201-cac508982511"
3086;"92-93-3";"4NO2DFy";"4-nitrodifenyl";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-c42cdfe4-c6b6-4c36-bb88-64dd88c4706e"
3087;"836-30-6";"4NO2DFyAe";"4-nitrodifenylamine";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-1d45134d-0245-4125-a660-f821719eef00"
3087;"836-30-6";"4NO2DFyAe";"4-nitrodifenylamine";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-48378878-8368-4f46-9b12-288cb984cf9b"
3088;"156-10-5";"4NO2sDFyAe";"4-nitrosodifenylamine";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-589049ba-07f6-46df-88ae-91ed63dd33f7"
3088;"156-10-5";"4NO2sDFyAe";"4-nitrosodifenylamine";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-00bdfc69-1395-4c0e-b181-6587fd1ee7b4"
3089;"1125-21-9";"4Ooifrn";"4-oxoisoforon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-2ed4d56f-de20-43da-8945-8742d5901bae"
3089;"1125-21-9";"4Ooifrn";"4-oxoisoforon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-9ac6f552-30a5-44cb-8b09-a0b3656c97a6"
309;"NVT";"sC9armtn";"som C9-aromaten";"ChemischeStof";"2011-06-08";"2021-12-10";"Vervallen";"";"Id-6209d2b4-1015-4002-a1e5-e01ca3e11af5"
3090;"2040-10-0";"4ttC4y26DC1y";"4'-tertiair-butyl-2',6'-dimethylacetofenon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-d6472b20-b148-4462-9521-9a36ed86025e"
3090;"2040-10-0";"4ttC4y26DC1y";"4'-tertiair-butyl-2',6'-dimethylacetofenon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-31d8b03c-2aaf-4404-8935-73c8a07d69ff"
3091;"98-53-3";"4ttC4yccC6on";"4-tert-butylcyclohexanon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-83fa4e2d-c80b-4ab8-a045-ae15520155b5"
3091;"98-53-3";"4ttC4yccC6on";"4-tert-butylcyclohexanon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-7f6f31cb-aee9-4184-83b3-e7113c104a55"
3092;"15356-74-8";"5677aT4H447a";"5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2-benzofuranon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-7a49a192-73be-4a4f-a0ec-c09ebe3935d7"
3092;"15356-74-8";"5677aT4H447a";"5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2-benzofuranon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-7f3cd2d4-8134-47ba-987d-a32f22eb88a6"
3093;"601-53-6";"5bcholet3on";"5-beta-cholestan-3-one";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-f4bda1b4-776b-4abd-85c3-e60196bd5e47"
3093;"601-53-6";"5bcholet3on";"5-beta-cholestan-3-one";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-8d1d008d-ca4b-4b2e-a5b5-61fa5f9c4370"
3094;"120-71-8";"5C1yoansdne";"5-methyl-o-anisidine";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-4805e63c-98b3-48d4-905f-ce3921ebea69"
3094;"120-71-8";"5C1yoansdne";"5-methyl-o-anisidine";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-bef22432-8451-4435-8594-0fffa66d8672"
3095;"2809-64-5";"5C1yT4lne";"5-methyltetralin";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-e7c113c8-0e0a-4d7d-8246-095eb6af28b1"
3095;"2809-64-5";"5C1yT4lne";"5-methyltetralin";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-1fda925a-8d63-47d5-9c00-ae8a0a4ba592"
3096;"26172-55-4";"5Cl2C1y2Hita";"5-chloor-2-methyl-2H-isothiazool-3-on";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-b41de109-ea70-4f5d-857f-331d8ee3d9ba"
3096;"26172-55-4";"5Cl2C1y2Hita";"5-chloor-2-methyl-2H-isothiazool-3-on";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-24a373a2-096f-4d85-ad14-ab66fb6e8182"
3097;"95-79-4";"5Cl2C1yAn";"5-chloor-2-methylaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-368d4bf1-9a67-4451-8755-8ed800d8ed99"
3097;"95-79-4";"5Cl2C1yAn";"5-chloor-2-methylaniline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-871ee5ab-34c2-48f6-abc5-105e3e0e15c7"
3098;"1635-61-6";"5Cl2NO2An";"5-chloor-2-nitroaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-d9ef5541-2ee1-4958-999b-485fe205bb0c"
3098;"1635-61-6";"5Cl2NO2An";"5-chloor-2-nitroaniline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-16f55368-b5d0-4522-bdf6-bab88a0c4ca3"
3099;"5367-28-2";"5Cl2NO2Tol";"5-chloor-2-nitrotolueen";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-801fa76e-9e57-4a30-8186-ad719c2b5aff"
3099;"5367-28-2";"5Cl2NO2Tol";"5-chloor-2-nitrotolueen";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-fb746ae2-8248-4812-a69e-08c15fc95312"
31;"95-93-2";"1245T4C1yBen";"1,2,4,5-tetramethylbenzeen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-39068ec2-a9fa-4254-97e2-92ebec70558e"
310;"7440-38-2";"As";"arseen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-728415e1-5ac2-4b87-bf5e-1051e6c88e87"
3100;"256-96-2";"5HDbenzbfazp";"5H-dibenz[b,f]azepine";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-83cbdf5b-66ee-4a73-bae6-a906cc52161e"
3100;"256-96-2";"5HDbenzbfazp";"5H-dibenz[b,f]azepine";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-fddc329a-30df-4329-8f97-bc2eec25314e"
3101;"499-75-2";"5iC3y2C1yFol";"5-isopropyl-2-methylfenol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-87b5d55f-463b-4cc4-92a7-08b28c6ccedd"
3101;"499-75-2";"5iC3y2C1yFol";"5-isopropyl-2-methylfenol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-589e0d57-b748-4f42-8509-8dea54372f5a"
3102;"99-59-2";"5NO2oansdne";"5-nitro-ortho-anisidine";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-6958ad0c-0223-4020-84ea-f526054199f3"
3102;"99-59-2";"5NO2oansdne";"5-nitro-ortho-anisidine";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-14e67c47-b7e2-4b04-889a-203073220f8e"
3103;"502-69-2";"61014TC1y2C1";"6,10,14-trimethyl-2-pentadecanon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-d7696250-fcf5-415e-95d0-ef78a63a1eda"
3103;"502-69-2";"61014TC1y2C1";"6,10,14-trimethyl-2-pentadecanon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-336e8c7d-c8ee-423f-81a1-94c0255d1177"
3104;"3531-19-9";"6Cl24DNO2An";"6-chloor-2,4-dinitroaniline";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-65539d85-c748-4116-a034-648be0e149c8"
3104;"3531-19-9";"6Cl24DNO2An";"6-chloor-2,4-dinitroaniline";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-5f52d0b7-0b83-4aa1-9c94-58e38f9e213a"
3105;"2445-83-2";"7C1ycmrn";"7-methylcoumarin";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-85fb6b71-b148-4a2e-9d5c-ddd52e3a89c8"
3105;"2445-83-2";"7C1ycmrn";"7-methylcoumarin";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-782265bc-8035-412a-bffe-30dda7ad638a"
3106;"517-04-4";"8aestDol";"8alpha-estradiol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-6c40bba0-3925-46b7-a8c9-8881de36cd83"
3106;"517-04-4";"8aestDol";"8alpha-estradiol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-c5170cf4-8942-4e57-b9d9-eb607f192194"
3107;"148-24-3";"8chinlnl";"8-chinolinol";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-a9d5b0e9-f83f-4508-83e8-4c3f84f6867a"
3107;"148-24-3";"8chinlnl";"8-chinolinol";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-55915bc8-085b-44d1-aa6e-7be7c5d0ecd1"
3108;"486-25-9";"9fluornn";"9-fluorenon";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-810ef3ff-c4a2-47bb-b64e-b65a1eb55390"
3108;"486-25-9";"9fluornn";"9-fluorenon";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-87cf2b90-24e9-4a13-a3a8-e3b8164b7780"
3109;"NVT";"ALFATVTT";"Alfa activiteit";"Grootheid";"2011-06-08";"2013-06-30";"Vervallen";"";"Id-40881c5f-5676-4823-b648-c5aa07527756"
311;"12001-28-4";"crocdlt";"crocidoliet (blauwe asbest)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-7f6c8ec4-f540-4518-bbc1-774404b78b7b"
3110;"NVT";"ANNA";"anabaena";"Ongedefinieerd";"2011-06-08";"2011-06-10";"Vervallen";"";"Id-35163102-1d5a-4a4c-a3e2-61adca57143c"
3110;"NVT";"ANNA";"Anabaena";"Object";"2011-06-11";"2014-05-09";"Vervallen";"";"Id-25dd4784-bedc-4c83-ab5b-fde7da6d00fe"
3110;"NVT";"ANNA";"Anabaena";"Object";"2014-05-10";"2100-01-01";"Geldig";"";"Id-aa8e201d-974d-43e8-b383-9909df65be9d"
3111;"NVT";"ANNO";"Anabaenopsis";"Object";"2011-06-11";"2014-05-09";"Vervallen";"";"Id-24789ff5-4372-4a35-a6b3-abc740b60786"
3111;"NVT";"ANNO";"Anabaenopsis";"Object";"2014-05-10";"2100-01-01";"Geldig";"";"Id-15bf70ca-bd73-414b-9777-49747543bfbb"
3112;"NVT";"APNI";"aphanizomenon";"Ongedefinieerd";"2011-06-08";"2011-06-10";"Vervallen";"";"Id-326b017d-040e-416a-a85b-03137ac6211c"
3112;"NVT";"APNI";"Aphanizomenon";"Object";"2011-06-11";"2014-05-09";"Vervallen";"";"Id-d0c00b9e-419c-430a-b36d-9131af354fd7"
3112;"NVT";"APNI";"Aphanizomenon";"Object";"2014-05-10";"2100-01-01";"Geldig";"";"Id-15c0c8c1-7b06-4543-90df-e1ccdc242e0e"
3113;"NVT";"ASVDS";"Asvrij droge stof";"Object";"2012-10-11";"2014-05-09";"Vervallen";"";"Id-347d3a18-7bc3-4d26-b780-8e7e05dc708a"
3113;"NVT";"ASVDS";"Asvrij droge stof";"Object";"2014-05-10";"2016-11-29";"Vervallen";"";"Id-412af0d8-877b-4dda-ae45-1378a91ec4f1"
3114;"NVT";"AC";"anorganisch koolstof";"ChemischeStof";"2011-06-08";"2011-08-26";"Vervallen";"";"Id-33cf49ff-d1b8-4c58-943c-c8be94ebaa68"
3114;"7440-34-8";"Ac";"actinium";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-a8abb0c9-b260-44c1-95c4-7192841bb956"
3115;"NVT";"AV10_H";"Aantal vrijheidsgraden behorend bij spectrum";"Ongedefinieerd";"2011-06-08";"2011-08-27";"Vervallen";"";"Id-3be42479-db84-4200-a46a-324c9b92d64d"
3115;"NVT";"AV10_H";"Aantal vrijheidsgraden behorend bij spectrum";"OngedefinieerdGolven";"2011-08-28";"2014-05-09";"Vervallen";"";"Id-19e064b4-b758-4d20-9ccf-618a37540ccc"
3115;"NVT";"AV10_H";"Aantal vrijheidsgraden behorend bij spectrum";"OngedefinieerdGolven";"2014-05-10";"2014-07-31";"Vervallen";"";"Id-a68212d4-417a-4c3b-95d9-b7c6da8c51f3"
3115;"NVT";"AV10_H";"Aantal vrijheidsgraden bij het variantiedichtheidspectrum";"Grootheid";"2014-10-23";"2100-01-01";"Geldig";"";"Id-489bca62-fb44-495e-a00e-23d75bd77eb8"
3116;"14331-83-0";"Ac228";"actinium 228";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-c3cb19e8-a7d4-4ba5-889a-7e330e81270e"
3116;"14331-83-0";"Ac228";"actinium 228";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-b4720c5d-6b5c-49a6-96fb-bfde1f832c15"
3117;"101-86-0";"aC6ycinnAh";"alfa-hexylcinnamaldehyde";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-0ad87642-217c-4662-9014-770d6010c85c"
3118;"NVT";"BADGT";"Badgast";"Object";"2011-08-26";"2014-05-09";"Vervallen";"";"Id-bc819875-cd8e-441f-8c98-b5b88203f4d2"
3118;"NVT";"BADGT";"Badgast";"Object";"2014-05-10";"2100-01-01";"Geldig";"Id-b3af3381-0fe7-4568-a5c0-999369f15278";"Id-1354d9ee-190a-4d2f-8337-52dafbdbe4f7"
3119;"NVT";"BEMSRBTE";"Bemonsteringsbreedte";"MonstervariabeleEcologie";"2012-05-31";"2014-05-09";"Vervallen";"";"Id-1e22c36b-3ee1-43eb-8104-7d3bed48789c"
3119;"NVT";"BEMSRBTE";"Bemonsteringsbreedte";"MonstervariabeleEcologie";"2014-05-10";"2018-12-07";"Vervallen";"";"Id-a1f0238a-fd1e-40a9-9ba7-c93f9be8031d"
3119;"NVT";"BEMSRBTE";"Bemonsteringsbreedte";"Grootheid";"2018-12-08";"2100-01-01";"Geldig";"";"Id-5f7d6f45-4059-4c98-9335-c4b090f7dce1"
312;"12172-73-5";"amst";"amosiet (bruine asbest)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-943140f6-bda1-4a39-9c33-9ef5d3f530ac"
3120;"135158-54-2";"acbzlSC1y";"acibenzolar-S-methyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-5f165159-e985-4bbd-91ec-10bed05747c6"
3121;"NVT";"BEMSRDR";"Bemonsteringsduur";"MonstervariabeleEcologie";"2011-08-27";"2014-05-09";"Vervallen";"";"Id-aab8dfac-ac55-49b0-8307-78c4d5e73ac6"
3121;"NVT";"BEMSRDR";"Bemonsteringsduur";"MonstervariabeleEcologie";"2014-05-10";"2018-12-07";"Vervallen";"";"Id-f2f40ae8-7b05-4e5a-bda7-087828d771b5"
3121;"NVT";"BEMSRDR";"Bemonsteringsduur";"Grootheid";"2018-12-08";"2100-01-01";"Geldig";"";"Id-a7bd085d-6cc9-4b7d-90f6-2d4f8746e4ce"
3122;"260-94-6";"acdne";"acridine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-d5837313-fefa-4446-bf9c-f6a9ce361533"
3123;"NVT";"BEMSROPVK";"Bemonsteringsoppervlak";"Ongedefinieerd";"2011-06-08";"2011-08-26";"Vervallen";"";"Id-38ba7aa7-2f27-462a-b294-2e33ac6b66a7"
3123;"NVT";"BEMSROPVK";"Bemonsteringsoppervlak";"MonstervariabeleEcologie";"2011-08-27";"2014-05-09";"Vervallen";"";"Id-096cce3d-0866-4931-ad86-d7f52adac1e1"
3123;"NVT";"BEMSROPVK";"Bemonsteringsoppervlak";"MonstervariabeleEcologie";"2014-05-10";"2018-12-07";"Vervallen";"";"Id-e81c93be-cc1f-4553-bb2c-39ea3eb9f934"
3123;"NVT";"BEMSROPVK";"Bemonsteringsoppervlak";"Grootheid";"2018-12-08";"2100-01-01";"Geldig";"";"Id-0ee32d13-ecef-4abb-b1e3-12fe17f296f6"
3124;"62476-59-9";"acFfNazt";"acifluorfen-natriumzout";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-128e95b4-acb4-43ee-b410-a604568cd348"
3125;"18708-87-7";"aClfvfs";"alfa-chloorfenvinfos";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4ebfc660-6a88-4506-bf5e-e7e09d072c9b"
3126;"4170-30-3";"aclinC1y";"acroleine-methyl";"ChemischeStof";"2011-06-08";"2017-12-12";"Vervallen";"";"Id-b4209ba8-a521-4146-8c26-7e6ad3573ce7"
3126;"4170-30-3";"aclinC1y";"2-butenal (cis en trans)";"ChemischeStof";"2017-12-13";"2100-01-01";"Geldig";"";"Id-5b1142c8-2ac3-48a8-be11-e52198e67929"
3127;"74070-46-5";"acnfn";"aclonifen";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-058f7d06-5734-41ff-9060-d5a47b237e1a"
3128;"103833-18-7";"acntn";"acrinathrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-f2eb6426-d5d9-413c-919e-66c8ee4069ad"
3129;"67375-30-8";"acpmtn";"alfa-cypermethrin";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4560a82e-f7a2-40ce-91b1-fea4dbc74c4a"
313;"1332-21-4";"asbt";"asbest";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"Id-1ac83c15-81ab-4f7a-9859-309affde59ed";"Id-0a855adf-7fb0-4a55-bcdb-454c8c536788"
3130;"57960-19-7";"acqncl";"acequinocyl";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-977bcfd4-7821-4e96-9648-c692cd0955d2"
3131;"55589-62-3";"acsfmeK";"acesulfame K";"ChemischeStof";"2012-11-17";"2100-01-01";"Geldig";"";"Id-7746a11a-a68b-4c8e-b080-51f3984caaf3"
3132;"60-35-5";"actAd";"aceetamide";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-4594bb5f-b259-4d31-90c3-c04da533a206"
3133;"34256-82-1";"actCl";"acetochloor";"ChemischeStof";"2012-04-07";"2100-01-01";"Geldig";"";"Id-768fabe8-2bee-43a7-856d-27e2922a001f"
3134;"616-91-1";"actctne";"acetylcysteine";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-9dff171a-f378-4b95-9c26-a07b97c197ca"
3135;"160430-64-8";"actmpd";"acetamiprid";"ChemischeStof";"2011-06-08";"2015-03-11";"Vervallen";"";"Id-4dd69002-ac0a-4ff1-9b8f-c5d475159d6e"
3135;"135410-20-7";"actmpd";"acetamiprid";"ChemischeStof";"2015-03-12";"2100-01-01";"Geldig";"";"Id-2e42ef7a-c7e8-4adf-af0b-153cc6158c7e"
3136;"21312-10-7";"actsfmtozl";"acetylsulfamethoxazol";"ChemischeStof";"2012-11-03";"2100-01-01";"Geldig";"";"Id-cd572f74-60c6-4363-8784-d5b1c7f9c318"
3137;"NVT";"BEMSRTJT";"Bemonsteringstraject";"Ongedefinieerd";"2011-06-08";"2011-08-26";"Vervallen";"";"Id-23e566ea-d23d-44a5-bdee-c4bf470bb437"
3137;"NVT";"BEMSRTJT";"Bemonsteringstraject";"MonstervariabeleEcologie";"2011-08-27";"2014-05-09";"Vervallen";"";"Id-7eae6bd8-4fdc-474c-ab9a-c13348a604d1"
3137;"NVT";"BEMSRTJT";"Bemonsteringstraject";"MonstervariabeleEcologie";"2014-05-10";"2018-12-08";"Vervallen";"";"Id-3f8bb83e-eb61-416b-b9e8-72c9d6281c1b"
3138;"13171-00-1";"ADBI";"celestolide";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-f327b031-d1db-4baa-9944-f65924417468"
3138;"13171-00-1";"ADBI";"celestolide";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-24e41299-bb14-4162-8c1e-a52b854c166d"
3139;"4057-31-2";"afencactt";"alfa-fenchylacetaat";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-aeb9807e-df73-44a8-ac63-04c5f58fc468"
314;"12001-29-5";"chrystl";"chrysotiel (witte asbest)";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-1b5f4d45-904d-43d5-b1a9-95a764ce475a"
3140;"NVT";"BESDWG";"Beschaduwing";"Typering";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-4d509563-ed86-4780-a60a-9d9541cc493f"
3140;"NVT";"BESDWG";"Beschaduwing";"Typering";"2014-05-10";"2100-01-01";"Geldig";"";"Id-5432890e-4e11-41d7-bf69-4d4db7a6c8e8"
3141;"NVT";"BEDKG";"Bedekking";"Grootheid";"2014-05-10";"2100-01-01";"Geldig";"";"Id-2c402559-373b-41e6-9cfe-818682a05bc8"
3142;"NVT";"BETATVTT";"Beta activiteit";"Grootheid";"2011-06-08";"2013-06-30";"Vervallen";"";"Id-97e6e2d3-0ee6-4a29-92ad-638b24e6fbff"
3143;"NVT";"BETATVTTK40";"Beta activiteit van kalium 40";"Grootheid";"2011-06-08";"2013-06-30";"Vervallen";"";"Id-8fffba25-f790-4a5c-a6b8-dfce7423ccc2"
3144;"378784-24-8";"Ag110m";"zilver 110m";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-c38b3e7c-ae3b-4d43-b359-60d9d49500a5"
3144;"378784-24-8";"Ag110m";"zilver 110m";"ChemischeStof";"2014-05-10";"2014-07-31";"Vervallen";"";"Id-557e5ddd-88b1-44d9-b16a-33f56336ee16"
3144;"378784-24-8";"Ag110m";"zilver 110m (metastabiel)";"ChemischeStof";"2014-08-01";"2100-01-01";"Geldig";"";"Id-7f1e895d-888b-4856-b8c9-aea3c996d47a"
3145;"15760-04-0";"Ag111";"zilver 111";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-4826ba17-9a63-4d08-884f-6dbeed2fe98e"
3145;"15760-04-0";"Ag111";"zilver 111";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-f19a89d9-9108-4b66-a53b-e54c7a7b26eb"
3146;"134237-50-6";"aHBCD";"alfa-hexabroomcyclododecaan";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-82f3f154-57a3-4e90-9033-26fe31e4ea85"
3147;"15323-35-0";"AHMI";"5-acetyl-1,1,2,3,3,6-hexamethylindaan";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-76d23c9c-1cf5-4ada-b129-518100c76b78"
3147;"15323-35-0";"AHMI";"5-acetyl-1,1,2,3,3,6-hexamethylindaan";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-ed8355cc-dac5-4250-810e-fcbb2be8f9d9"
3148;"1506-02-1";"AHTN";"tonalide";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-76df356f-7ecc-40ea-a0ef-a0d21888e89e"
3148;"1506-02-1";"AHTN";"tonalide";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-39637295-926e-41db-bb31-ec01cac56a27"
3149;"127-51-5";"aiC1yionn";"alfa-isomethylionon";"ChemischeStof";"2011-06-08";"2100-01-01";"Geldig";"";"Id-7e15f8a3-e15f-4b08-84b2-e46135851f76"
3150;"NVT";"BEWKGD";"Bewolkingsgraad";"Typering";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-1772c9b5-3835-4461-860c-306bccb81721"
3150;"NVT";"BEWKGD";"Bewolkingsgraad";"Typering";"2014-05-10";"2100-01-01";"Geldig";"Id-9719e3f6-b231-431e-a999-0515a04b4599";"Id-eef4c58a-d35f-479c-8339-49acf9de992f"
3151;"81403-80-7";"alfzsn";"alfuzosin";"ChemischeStof";"2012-11-17";"2100-01-01";"Geldig";"";"Id-cd3e5226-5abf-4fdd-adc9-dba23cb283e8"
3152;"22537-23-1";"AlIII";"aluminium (driewaardig)";"ChemischeStof";"2011-06-08";"2014-05-09";"Vervallen";"";"Id-977a99cb-c87f-47ab-8bde-3a213f15d272"
3152;"22537-23-1";"AlIII";"aluminium (driewaardig)";"ChemischeStof";"2014-05-10";"2100-01-01";"Geldig";"";"Id-665ab19d-fba0-4b64-9b20-34fd284901bb"
