bodc_S27_id;nih_casnrURI;bodc_S27_altlable;CASnummer;aquo_parameter.code;aquo_parameter.omschrijving;Status
NA;NA;NA;26530-20-1;2C8y2Hitaz3o;2-octyl-2H-isothiazool-3-on;Geldig
NA;NA;NA;515-40-2;2Cl11DC1yC2y;2-chloor-1,1-dimethylethylbenzeen;Geldig
NA;NA;NA;77536-67-5;antplt;anthophylliet (gele asbest);Geldig
NA;NA;NA;5976-47-6;2Cl2C3eol;2-chloor-2-propeen-ol;Geldig
NA;NA;NA;615-65-6;2Cl4C1yAn;2-chloor-4-methylaniline;Geldig
NA;NA;NA;121-87-9;2Cl4NO2An;2-chloor-4-nitroaniline;Geldig
NA;NA;NA;6283-25-6;2Cl5NO2An;2-chloor-5-nitroaniline;Geldig
NA;NA;NA;66073-54-9;2Cl6FBenAd;2-chloor-6-fluorbenzamide;Geldig
NA;NA;NA;769-11-9;2Cl6NO2An;2-chloor-6-nitroaniline;Geldig
NA;NA;NA;1929-82-4;2Cl6TClC1ypr;2-chloor-6-(trichloormethyl)pyridine;Geldig
NA;NA;NA;79-07-2;2ClacAd;2-chlooraceetamide;Geldig
NA;NA;NA;532-27-4;2Clactfnn;2-chlooracetofenon;Geldig
NA;NA;NA;107-07-3;2ClC2ol;2-chloorethanol;Geldig
NA;NA;NA;628-34-2;2ClEyEtr;2-chloorethylether;Geldig
NA;NA;NA;64-04-0;2FyC2yAe;b-fenylethylamine;Geldig
NA;NA;NA;4273-98-7;2FysfnAn;2-(fenylsulfonyl)aniline;Geldig
NA;NA;NA;934-34-9;2HOxbenztazl;2-hydroxybenzothiazol;Geldig
NA;NA;NA;109-84-2;2HOxC2yhdzne;2-hydroxyethylhydrazine;Geldig
NA;NA;NA;79-46-9;2NO2C3a;2-nitropropaan;Geldig
NA;NA;NA;119-75-5;2NO2DFyAe;2-nitrodifenylamine;Geldig
NA;NA;NA;119-33-5;2NO2pcsl;2-nitro-p-cresol;Geldig
NA;NA;NA;88-72-2;2NO2Tol;2-nitrotolueen;Geldig
NA;NA;NA;88-17-5;2TFC1yAn;2-trifluormethylaniline;Geldig
NA;NA;NA;88-18-6;2ttC4yFol;2-tert-butylfenol;Geldig
NA;NA;NA;20325-40-0;33DC1oxbzdnD;3,3'-dimethoxybenzidine dihydrochloride;Geldig
NA;NA;NA;119-90-4;33DC1oxbzdne;3,3'-dimethoxybenzidine;Geldig
NA;NA;NA;111984-09-9;33DC1oxbzdnH;3,3'-dimethoxybenzidinehydrochloride;Geldig
NA;NA;NA;41766-75-0;33DC1ybzdnDH;3,3'-dimethylbenzidine dihydrofluoride;Geldig
NA;NA;NA;119-93-7;33DC1ybzdne;3,3'-dimethylbenzidine;Geldig
NA;NA;NA;612-83-9;33DClbzdnDHC;3,3'-dichloorbenzidine dihydrochloride;Geldig
NA;NA;NA;64969-34-2;33DClbzdnSO4;3,3'-dichloorbenzidine sulfaat;Geldig
NA;NA;NA;1639-31-2;345TC1yAn;3,4,5-trimethylaniline;Geldig
NA;NA;NA;3637-01-2;34DC1yactfnn;3,4-dimethylacetofenon;Geldig
NA;NA;NA;95-64-7;34DC1yAn;3,4-dimethylaniline;Geldig
NA;NA;NA;583-58-4;34DC1yprdne;3,4-dimethylpyridine;Geldig
NA;NA;NA;108-69-0;35DC1yAn;3,5-dimethylaniline;Geldig
NA;NA;NA;NVT;sAOX;som adsorbeerbare organische halogeenverbindingen;Geldig
NA;NA;NA;591-22-0;35DC1yprdne;3,5-dimethylpyridine;Geldig
NA;NA;NA;618-87-1;35DNO2An;3,5-dinitroaniline;Geldig
NA;NA;NA;645-72-7;371115T4C1y1;3,7,11,15-tetramethyl-1hexadecanol;Geldig
NA;NA;NA;107-11-9;3Ao1C3e;3-amino-1-propeen;Geldig
NA;NA;NA;3737-00-6;3Br1ClC3e;3-broom-1-chloorpropeen;Geldig
NA;NA;NA;7774-82-5;3C10yacline;3-decylacroleine;Geldig
NA;NA;NA;34303-81-6;3C16e;3-hexadeceen;Geldig
NA;NA;NA;765-70-8;3C1y12ccC5aD;3-methyl-1,2-cyclopentaandion;Geldig
NA;NA;NA;585-74-0;3C1yactfnn;3-methylacetofenon;Geldig
NA;NA;NA;20189-42-8;3C2y4C1yprl2;3-ethyl-4-methylpyrrol-2,5-dion;Geldig
NA;NA;NA;584-02-1;3C5ol;3-pentanol;Geldig
NA;NA;NA;563-47-3;3Cl2C1y1C3e;3-chloor-2-methyl-1-propeen;Geldig
NA;NA;NA;59483-54-4;3Cl2NO2An;3-chloor-2-nitroaniline;Geldig
NA;NA;NA;5345-54-0;3Cl4C1oxAn;3-chloor-4-methoxyaniline;Geldig
NA;NA;NA;13142-64-8;3Cl4C1yFyura;(3-chloor-4-methylfenyl)urea;Geldig
NA;NA;NA;38939-88-7;3Cl4NO2Tol;3-chloor-4-nitrotolueen;Geldig
NA;NA;NA;542-76-7;3ClC3antl;3-chloorpropaannitril;Geldig
NA;NA;NA;6848-13-1;3ClNNDC1yAn;3-chloor-N,N-dimethylaniline;Geldig
NA;NA;NA;99-08-1;3NO2Tol;3-nitrotolueen;Geldig
NA;NA;NA;585-34-2;3ttC4yFol;3-tertiair-butylfenol;Geldig
NA;NA;NA;21494-57-5;3vn4C1yprl25;3-vinyl-4-methylpyrrool-2,5-dion;Geldig
NA;NA;NA;54549-72-3;41HOx1C1yC2y;4-(1-hydroxy-1-methylethyl)-acetofenon;Geldig
NA;NA;NA;101-14-4;44C1yeb2ClAn;4,4'-methyleenbis(2-chlooraniline);Geldig
NA;NA;NA;101-61-1;44C1yebNNDC1;4,4'-methyleenbis(N,N-dimethylaniline);Geldig
NA;NA;NA;101-77-9;44C1yeDAn;4,4'-methyleendianiline;Geldig
NA;NA;NA;101-80-4;44DAoDFyEtr;4,4'-diaminodifenylether;Geldig
NA;NA;NA;90-98-2;44DClbzfnn;4,4'-dichloorbenzofenon;Geldig
NA;NA;NA;80-09-1;44sulfnDFol;4,4'-sulfonyldifenol;Geldig
NA;NA;NA;139-65-1;44thiobBenAe;4,4'-thiobisbenzeenamine;Geldig
NA;NA;NA;64359-81-5;45DCl2C8y2Hi;4,5-dichloor-2-octyl-2H-isothiazool-3-on;Geldig
NA;NA;NA;6641-64-1;45DCl2NO2An;4,5-dichloor-2-nitroaniline;Geldig
NA;NA;NA;1192-52-5;45DCl3H12Dto;4,5-dichloor-3H-1,2-dithiool-3-on;Geldig
NA;NA;NA;83-07-8;4Aoatprne;4-aminoantipyrine;Geldig
NA;NA;NA;60-09-3;4AoazBen;4-aminoazobenzeen;Geldig
NA;NA;NA;106-40-1;4BrAn;4-broomaniline;Geldig
NA;NA;NA;96-96-8;4C1ox2NO2An;4-methoxy-2-nitroaniline;Geldig
NA;NA;NA;NVT;AFMD;Afmeldreden niet genomen monster;Geldig
NA;NA;NA;89-62-3;4C1y2NO2An;4-methyl-2-nitroaniline;Geldig
NA;NA;NA;119-32-4;4C1y3NO2An;4-methyl-3-nitroaniline;Geldig
NA;NA;NA;52558-99-3;4C1y3tazlne;4-methyl-3-thiazoline;Geldig
NA;NA;NA;106-49-0;4C1yAn;4-methylaniline;Geldig
NA;NA;NA;3770-48-7;4C1ycarbzl;4-methylcarbazol;Geldig
NA;NA;NA;16096-32-5;4C1yidl;4-methylindol;Geldig
NA;NA;NA;491-35-0;4C1yqnlne;4-methylquinoline;Geldig
NA;NA;NA;646-07-1;4C1yvlrazr;4-methylvaleriaanzuur;Geldig
NA;NA;NA;62126-77-6;4C2y35DC1yFo;4-ethyl-3,5-dimethylfenol;Geldig
NA;NA;NA;78-21-7;4C2y4C6ymfln;4-ethyl-4-hexadecylmorpholiniumethylsulfaat;Geldig
NA;NA;NA;NVT;AFGTSHPO4;Afgiftesnelheid fosfaat;Geldig
NA;NA;NA;55724-73-7;4C4oxC4azr;4-butoxybutaanzuur;Geldig
NA;NA;NA;122-94-1;4C4oxFol;4-butoxyfenol;Geldig
NA;NA;NA;5388-62-5;4Cl26DNO2An;4-chloor-2,6-dinitroaniline;Geldig
NA;NA;NA;NVT;AFSDRDMT;Afscheidingsrendement;Geldig
NA;NA;NA;89-21-4;4Cl2NO2ansl;4-chloor-2-nitroanisool;Geldig
NA;NA;NA;7149-75-9;4Cl3C1yAn;4-chloor-3-methylaniline;Geldig
NA;NA;NA;NVT;AFWKG;Afwijking;Geldig
NA;NA;NA;599-64-4;4cumFol;4-cumylfenol;Geldig
NA;NA;NA;99-88-7;4iC3yAn;4-isopropylaniline (Cumidine);Geldig
NA;NA;NA;92-93-3;4NO2DFy;4-nitrodifenyl;Geldig
NA;NA;NA;836-30-6;4NO2DFyAe;4-nitrodifenylamine;Geldig
NA;NA;NA;156-10-5;4NO2sDFyAe;4-nitrosodifenylamine;Geldig
NA;NA;NA;1125-21-9;4Ooifrn;4-oxoisoforon;Geldig
NA;NA;NA;2040-10-0;4ttC4y26DC1y;4'-tertiair-butyl-2',6'-dimethylacetofenon;Geldig
NA;NA;NA;98-53-3;4ttC4yccC6on;4-tert-butylcyclohexanon;Geldig
NA;NA;NA;15356-74-8;5677aT4H447a;5,6,7,7a-tetrahydro-4,4,7a-trimethyl-2-benzofuranon;Geldig
NA;NA;NA;601-53-6;5bcholet3on;5-beta-cholestan-3-one;Geldig
NA;NA;NA;120-71-8;5C1yoansdne;5-methyl-o-anisidine;Geldig
NA;NA;NA;2809-64-5;5C1yT4lne;5-methyltetralin;Geldig
NA;NA;NA;26172-55-4;5Cl2C1y2Hita;5-chloor-2-methyl-2H-isothiazool-3-on;Geldig
NA;NA;NA;1635-61-6;5Cl2NO2An;5-chloor-2-nitroaniline;Geldig
NA;NA;NA;5367-28-2;5Cl2NO2Tol;5-chloor-2-nitrotolueen;Geldig
NA;NA;NA;95-93-2;1245T4C1yBen;1,2,4,5-tetramethylbenzeen;Geldig
NA;NA;NA;256-96-2;5HDbenzbfazp;5H-dibenz[b,f]azepine;Geldig
NA;NA;NA;499-75-2;5iC3y2C1yFol;5-isopropyl-2-methylfenol;Geldig
NA;NA;NA;99-59-2;5NO2oansdne;5-nitro-ortho-anisidine;Geldig
NA;NA;NA;502-69-2;61014TC1y2C1;6,10,14-trimethyl-2-pentadecanon;Geldig
NA;NA;NA;3531-19-9;6Cl24DNO2An;6-chloor-2,4-dinitroaniline;Geldig
NA;NA;NA;2445-83-2;7C1ycmrn;7-methylcoumarin;Geldig
NA;NA;NA;517-04-4;8aestDol;8alpha-estradiol;Geldig
NA;NA;NA;148-24-3;8chinlnl;8-chinolinol;Geldig
NA;NA;NA;486-25-9;9fluornn;9-fluorenon;Geldig
NA;NA;NA;12001-28-4;crocdlt;crocidoliet (blauwe asbest);Geldig
NA;NA;NA;NVT;ANNA;Anabaena;Geldig
NA;NA;NA;NVT;ANNO;Anabaenopsis;Geldig
NA;NA;NA;NVT;APNI;Aphanizomenon;Geldig
NA;NA;NA;7440-34-8;Ac;actinium;Geldig
NA;NA;NA;NVT;AV10_H;Aantal vrijheidsgraden bij het variantiedichtheidspectrum;Geldig
NA;NA;NA;101-86-0;aC6ycinnAh;alfa-hexylcinnamaldehyde;Geldig
NA;NA;NA;NVT;BADGT;Badgast;Geldig
NA;NA;NA;NVT;BEMSRBTE;Bemonsteringsbreedte;Geldig
NA;NA;NA;12172-73-5;amst;amosiet (bruine asbest);Geldig
NA;NA;NA;135158-54-2;acbzlSC1y;acibenzolar-S-methyl;Geldig
NA;NA;NA;NVT;BEMSRDR;Bemonsteringsduur;Geldig
NA;NA;NA;260-94-6;acdne;acridine;Geldig
NA;NA;NA;NVT;BEMSROPVK;Bemonsteringsoppervlak;Geldig
NA;NA;NA;62476-59-9;acFfNazt;acifluorfen-natriumzout;Geldig
NA;NA;NA;18708-87-7;aClfvfs;alfa-chloorfenvinfos;Geldig
NA;NA;NA;4170-30-3;aclinC1y;2-butenal (cis en trans);Geldig
NA;NA;NA;103833-18-7;acntn;acrinathrin;Geldig
NA;NA;NA;1332-21-4;asbt;asbest;Geldig
NA;NA;NA;57960-19-7;acqncl;acequinocyl;Geldig
NA;NA;NA;60-35-5;actAd;aceetamide;Geldig
NA;NA;NA;616-91-1;actctne;acetylcysteine;Geldig
NA;NA;NA;13171-00-1;ADBI;celestolide;Geldig
NA;NA;NA;4057-31-2;afencactt;alfa-fenchylacetaat;Geldig
NA;NA;NA;12001-29-5;chrystl;chrysotiel (witte asbest);Geldig
NA;NA;NA;NVT;BESDWG;Beschaduwing;Geldig
NA;NA;NA;NVT;BEDKG;Bedekking;Geldig
NA;NA;NA;378784-24-8;Ag110m;zilver 110m (metastabiel);Geldig
NA;NA;NA;15760-04-0;Ag111;zilver 111;Geldig
NA;NA;NA;15323-35-0;AHMI;5-acetyl-1,1,2,3,3,6-hexamethylindaan;Geldig
NA;NA;NA;1506-02-1;AHTN;tonalide;Geldig
NA;NA;NA;127-51-5;aiC1yionn;alfa-isomethylionon;Geldig
NA;NA;NA;NVT;BEWKGD;Bewolkingsgraad;Geldig
NA;NA;NA;81403-80-7;alfzsn;alfuzosin;Geldig
NA;NA;NA;22537-23-1;AlIII;aluminium (driewaardig);Geldig
NA;NA;NA;NVT;BEZ;Bezinksel;Geldig
NA;NA;NA;315-30-0;allprnl;allopurinol;Geldig
NA;NA;NA;55634-91-8;allxdm;alloxydim;Geldig
NA;NA;NA;83130-01-2;alncb;alanycarb;Geldig
NA;NA;NA;20859-73-8;AlP;aluminiumfosfide;Geldig
NA;NA;NA;10043-01-3;AlSO4;aluminiumsulfaat;Geldig
NA;NA;NA;7440-35-9;Am;americium;Geldig
NA;NA;NA;86954-36-1;Am241;americium 241;Geldig
NA;NA;NA;13981-54-9;Am242;americium 242;Geldig
NA;NA;NA;69-53-4;ampclne;ampicilline;Geldig
NA;NA;NA;26787-78-0;amxclne;amoxicilline;Geldig
NA;NA;NA;12771-68-5;ancmdl;ancymidol;Geldig
NA;NA;NA;NVT;BIJZDRBSDLGM;Bijzondere bestanddelen grondmonster;Geldig
NA;NA;NA;64285-06-9;antxna;anatoxine-a;Geldig
NA;NA;NA;2032-59-9;Aocb;aminocarb;Geldig
NA;NA;NA;15422-59-0;As73;arseen 73;Geldig
NA;NA;NA;14304-78-0;As74;arseen 74;Geldig
NA;NA;NA;50-78-2;asprne;aspirine;Geldig
NA;NA;NA;7440-68-8;At;astatium;Geldig
NA;NA;NA;32388-55-9;ATCD;acetylcedreen;Geldig
NA;NA;NA;68140-48-7;ATTI;traseolide;Geldig
NA;NA;NA;10043-49-9;Au198;goud 198;Geldig
NA;NA;NA;14391-11-8;Au199;goud 199;Geldig
NA;NA;NA;60207-31-0;azacnzl;azaconazool;Geldig
NA;NA;NA;11141-17-6;azdrtn;azadirachtin;Geldig
NA;NA;NA;58581-89-8;azltne;azelastine;Geldig
NA;NA;NA;35575-96-3;azmtfs;azamethifos;Geldig
NA;NA;NA;4658-28-0;azptn;aziprotryn;Geldig
NA;NA;NA;83905-01-5;aztmcne;azitromycine;Geldig
NA;NA;NA;1303-86-2;B2O3;diboortrioxide;Geldig
NA;NA;NA;13981-41-4;Ba133;barium 133;Geldig
NA;NA;NA;14798-08-4;Ba140;barium 140;Geldig
NA;NA;NA;18751-99-0;bapOxT4ccne;beta-apo-oxytetracycline;Geldig
NA;NA;NA;101-27-9;barbn;barban;Geldig
NA;NA;NA;243-17-4;BbFle;benzo(b)fluoreen;Geldig
NA;NA;NA;16079-88-2;BCDMH;1-broom-3-chloor-5,5-dimethylhidantoïne;Geldig
NA;NA;NA;18708-86-6;bClfvfs;beta-chloorfenvinfos;Geldig
NA;NA;NA;13966-02-4;Be7;beryllium 7;Geldig
NA;NA;NA;113614-08-7;befbtAd;beflubutamide;Geldig
NA;NA;NA;NVT;BLADVL;Bladval;Geldig
NA;NA;NA;NVT;BLOEIBAG;Bloei blauwalg (kwalitatief);Geldig
NA;NA;NA;82560-54-1;benfrcb;benfuracarb;Geldig
NA;NA;NA;NVT;BOTLME;Botulisme;Geldig
NA;NA;NA;NVT;BRAKKRTR;Brakkarakter;Geldig
NA;NA;NA;83055-99-6;bensfrnC1y;bensulfuron-methyl;Geldig
NA;NA;NA;177406-68-7;bentavlcbiC3;benthiavalicarb-isopropyl;Geldig
NA;NA;NA;61592-45-8;bentznC1y;bentazon-methyl;Geldig
NA;NA;NA;55-21-0;benzAd;benzamide;Geldig
NA;NA;NA;1214-39-7;benzadnne;benzyladenine;Geldig
NA;NA;NA;100-46-9;benzAe;benzylamine;Geldig
NA;NA;NA;120-51-4;benzbzat;benzylbenzoaat;Geldig
NA;NA;NA;92-87-5;benzdne;benzidine;Geldig
NA;NA;NA;65-85-0;benzezr;benzoezuur;Geldig
NA;NA;NA;122-73-6;benziC5yEtr;benzylisopentylether;Geldig
NA;NA;NA;3813-05-6;benzln;benazolin;Geldig
NA;NA;NA;3337-71-1;aslm;asulam;Geldig
NA;NA;NA;25059-80-7;benzlnC2y;benazolin-ethyl;Geldig
NA;NA;NA;1929-88-0;benztazrn;benzthiazuron;Geldig
NA;NA;NA;29104-30-1;benzxmt;benzoximaat;Geldig
NA;NA;NA;19379-90-9;benzxnuCl;benzoxoniumchloride;Geldig
NA;NA;NA;98-88-4;benzyCl;benzoylchloride;Geldig
NA;NA;NA;94-36-0;benzypO;benzoylperoxide;Geldig
NA;NA;NA;22212-55-1;benzyppC2y;benzoylprop-ethyl;Geldig
NA;NA;NA;NVT;BODHTE;Bodemhoogte;Geldig
NA;NA;NA;NVT;BREEDTE;Breedte;Geldig
NA;NA;NA;NVT;CAPCTT;Capaciteit;Geldig
NA;NA;NA;1610-17-9;attn;atraton;Geldig
NA;NA;NA;NVT;BZV1;Biochemisch zuurstofverbruik over 1 dag;Geldig
NA;NA;NA;63659-18-7;betxll;betaxolol;Geldig
NA;NA;NA;NVT;BZV11;Biochemisch zuurstofverbruik over 11 dagen;Geldig
NA;NA;NA;54037-14-8;Bh;bohrium;Geldig
NA;NA;NA;15776-19-9;Bi206;bismuth 206;Geldig
NA;NA;NA;13982-38-2;Bi207;bismuth 207;Geldig
NA;NA;NA;14331-79-4;Bi210;bismuth 210;Geldig
NA;NA;NA;14913-49-6;Bi212;bismuth 212;Geldig
NA;NA;NA;149877-41-8;bifnzt;bifenazaat;Geldig
NA;NA;NA;NVT;BZV2;Biochemisch zuurstofverbruik over 2 dagen;Geldig
NA;NA;NA;NVT;BZV20;Biochemisch zuurstofverbruik over 20 dagen;Geldig
NA;NA;NA;NVT;BZV3;Biochemisch zuurstofverbruik over 3 dagen;Geldig
NA;NA;NA;485-31-4;binpcl;binapacryl;Geldig
NA;NA;NA;NVT;BZV4;Biochemisch zuurstofverbruik over 4 dagen;Geldig
NA;NA;NA;NVT;BZV40;Biochemisch zuurstofverbruik over 40 dagen;Geldig
NA;NA;NA;28434-01-7;biormtn;bioresmethrin;Geldig
NA;NA;NA;NVT;BZV5a;Biochemisch zuurstofverbruik met allylthioureum;Geldig
NA;NA;NA;NVT;BZV6;Biochemisch zuurstofverbruik over 6 dagen;Geldig
NA;NA;NA;64-19-7;HAc;azijnzuur;Geldig
NA;NA;NA;514-65-8;biprdn;biperiden;Geldig
NA;NA;NA;111-96-6;bis2C1oxC2yE;bis(2-methoxyethyl)ether;Geldig
NA;NA;NA;103-23-1;BISADPT;bis(2-ethylhexyl)adipaat;Geldig
NA;NA;NA;126-15-8;bisC4yeT4HfA;bis(butyleen)tetrahydrofuraldehyde;Geldig
NA;NA;NA;NVT;BZV8;Biochemisch zuurstofverbruik over 8 dagen;Geldig
NA;NA;NA;2467-02-9;bisFolF;2,2'-methyleendifenol;Geldig
NA;NA;NA;3064-70-8;bisTClC1ysfn;bis(trichloormethyl)sulfon;Geldig
NA;NA;NA;55179-31-2;bittnl;bitertanol;Geldig
NA;NA;NA;7440-40-6;Bk;berkelium;Geldig
NA;NA;NA;10043-35-3;boorzr;boorzuur;Geldig
NA;NA;NA;7492-41-3;bornfmat;bornylformiaat;Geldig
NA;NA;NA;57-57-8;bppoltn;beta-propiolacton;Geldig
NA;NA;NA;593-60-2;BrC2e;broometheen;Geldig
NA;NA;NA;25614-03-3;Brctne;bromocriptine;Geldig
NA;NA;NA;13181-17-4;Brfnxm;broomfenoxim;Geldig
NA;NA;NA;13104-21-7;BrfvfsC1y;broomfenvinfos-methyl;Geldig
NA;NA;NA;15541-45-4;BrO3;bromaat;Geldig
NA;NA;NA;56073-10-0;brodfcm;brodifacum;Geldig
NA;NA;NA;28772-56-7;bromdoln;bromadiolon;Geldig
NA;NA;NA;52-51-7;bronpl;bronopol;Geldig
NA;NA;NA;1689-99-2;BrOxnOcnat;broomoxynil-octanoaat;Geldig
NA;NA;NA;53808-86-9;Brprlt;broompyrolaat;Geldig
NA;NA;NA;357-57-3;brucne;brucine;Geldig
NA;NA;NA;10294-34-5;BTCl;boortrichloride;Geldig
NA;NA;NA;7637-07-2;BTF;boortrifluoride;Geldig
NA;NA;NA;51249-05-9;bumnfs;buminafos;Geldig
NA;NA;NA;52485-79-7;bupofne;buprenorfine;Geldig
NA;NA;NA;34911-55-2;buppon;bupropion;Geldig
NA;NA;NA;23184-66-9;butCl;butachloor;Geldig
NA;NA;NA;3766-60-7;butrn;buturon;Geldig
NA;NA;NA;NVT;CAMPLBTR;Campylobacter;Geldig
NA;NA;NA;NVT;Q;Debiet;Geldig
NA;NA;NA;NVT;CATCANBTRDLG;Categorie Cyanobacteriedrijflaag;Geldig
NA;NA;NA;NVT;DENTFCTSHD;Denitrificatiesnelheid;Geldig
NA;NA;NA;NVT;DENTFCTTD;Denitrificatietijd;Geldig
NA;NA;NA;85409-23-0;C12C14akbzDC;C12-C14-alkylbenzyldimethylammoniumchloride;Geldig
NA;NA;NA;68424-85-1;C12C16akbzDC;C12-C16-alkylbenzyldimethylammoniumchloride;Geldig
NA;NA;NA;92129-28-7;C12C18DC1y34;C12-C18-dimethyl-3,4-dichloorbenzylammoniumchloride;Geldig
NA;NA;NA;6923-20-2;c12DClC3e;cis-1,2-dichloorpropeen;Geldig
NA;NA;NA;2765-11-9;C15al;pentadecanal;Geldig
NA;NA;NA;638-66-4;C18al;octadecanal;Geldig
NA;NA;NA;NVT;CRYPTF;Cryptofyten;Geldig
NA;NA;NA;NVT;CYANBTE;Cyanobacterie (blauwalg);Geldig
NA;NA;NA;924-42-5;C1olacAd;methanolacrylamide;Geldig
NA;NA;NA;123-88-6;C1oxC2yHgCl;methoxyethylkwikchloride;Geldig
NA;NA;NA;161050-58-4;C1oxfnzde;methoxyfenozide;Geldig
NA;NA;NA;30350-73-3;C1y1C1yC2ycc;methyl(1-methylethyl)cyclohexanol;Geldig
NA;NA;NA;126-98-7;C1yaclntl;methyl-acrylonitril;Geldig
NA;NA;NA;NVT;CYANBTRDLG;Cyanobacteriedrijflaag;Geldig
NA;NA;NA;593-51-1;C1yAeHCl;methylamine hydrochloride;Geldig
NA;NA;NA;100-61-8;C1yAn;methylaniline;Geldig
NA;NA;NA;104-90-5;C1yC2yprdne;methylethylpyridine;Geldig
NA;NA;NA;106-70-7;C1yC6yat;methylhexylaat;Geldig
NA;NA;NA;NVT;CYLI;Cylindrospermopsis;Geldig
NA;NA;NA;693-89-0;C1yccC5e;methylcyclopenteen;Geldig
NA;NA;NA;79-22-1;C1yClcbnt;methyl chloorcarbonaat;Geldig
NA;NA;NA;3735-92-0;C1yDC1yDtocb;methyl dimethyldithiocarbamaat;Geldig
NA;NA;NA;24851-98-7;C1yDHjasmnt;methyldihydrojasmonaat;Geldig
NA;NA;NA;6317-18-6;C1yebtoCN;methyleenbisthiocyanaat;Geldig
NA;NA;NA;52756-25-9;C1yfpp;methylflamprop;Geldig
NA;NA;NA;60-34-4;C1yhdzne;methylhydrazine;Geldig
NA;NA;NA;3626-13-9;C1yHgbzat;methylkwikbenzoaat;Geldig
NA;NA;NA;624-83-9;C1yicnt;methylisocyanaat;Geldig
NA;NA;NA;27323-28-0;C1yidl;methylindool;Geldig
NA;NA;NA;4549-40-0;C1yNNO2svnAe;methyl-N-nitroso-vinylamine;Geldig
NA;NA;NA;684-93-5;C1yNOurm;methylnitrosoureum;Geldig
NA;NA;NA;85-07-4;C1yntacAd;methylnaftylaceetamide;Geldig
NA;NA;NA;NVT;DIEPTE;Diepte;Geldig
NA;NA;NA;NVT;DOORSHTE;Doorstroomhoogte;Geldig
NA;NA;NA;126801-58-9;C2oxsfrn;ethoxysulfuron;Geldig
NA;NA;NA;1077-56-1;C2y2C1yBensf;ethyl-2-methylbenzeensulfonamide;Geldig
NA;NA;NA;22446-38-4;C2y3HoxFyact;ethyl-(3-hydroxyfenyl)acetaat;Geldig
NA;NA;NA;NVT;ZICHT;Doorzicht;Geldig
NA;NA;NA;NVT;DRAAIRTG;Draairichting;Geldig
NA;NA;NA;NVT;DRAAITD;Draaitijd;Geldig
NA;NA;NA;103-69-5;C2yAn;ethylaniline;Geldig
NA;NA;NA;94-96-2;C2yC6aDol;ethylhexaandiol;Geldig
NA;NA;NA;541-41-3;C2yClfmt;ethyl chloorformaat;Geldig
NA;NA;NA;111-54-6;C2yebDtocbmt;ethyleenbisdithiocarbamaat;Geldig
NA;NA;NA;151-56-4;C2yeimne;ethyleenimine;Geldig
NA;NA;NA;75-21-8;C2yeO;ethyleenoxide;Geldig
NA;NA;NA;107-26-6;C2yHgBr;ethylkwikbromide;Geldig
NA;NA;NA;14488-53-0;DC4ySn;dibutyltin (kation);Geldig
NA;NA;NA;NVT;DccC6ySn;dicyclohexyltin (kation);Geldig
NA;NA;NA;1120-71-4;C3astn;propaansulton;Geldig
NA;NA;NA;75-55-8;C3yeimne;propyleenimine;Geldig
NA;NA;NA;9003-13-8;C4OxplC3yegc;butoxypolypropyleenglycol;Geldig
NA;NA;NA;80-44-4;C4yBensfnt;butylbenzeensulfonaat;Geldig
NA;NA;NA;111-06-8;C4yC16aoat;butylhexadecanoaat;Geldig
NA;NA;NA;124-13-0;C8al;octanal;Geldig
NA;NA;NA;63449-41-2;C8C18akbzDC1;C8-C18-alkylbenzyldimethylammoniumchloride;Geldig
NA;NA;NA;113-48-4;C8ybccC7eDcb;octylbicyclohepteendicarboximide;Geldig
NA;NA;NA;22781-23-3;benDocb;bendiocarb;Geldig
NA;NA;NA;9036-19-5;C8yfOxplC2ox;octylfenoxypolyethoxyethanol;Geldig
NA;NA;NA;14391-99-2;Ca47;calcium 47;Geldig
NA;NA;NA;156-62-7;CacaAd;calciumcyanamide;Geldig
NA;NA;NA;10043-52-4;CaCl2;calciumchloride;Geldig
NA;NA;NA;17334-55-3;calrn;calareen;Geldig
NA;NA;NA;NVT;DEELMSR;Deelmonster;Geldig
NA;NA;NA;154361-50-9;captabne;capectiabine;Geldig
NA;NA;NA;497-18-7;carbhdzde;carbohydrazide;Geldig
NA;NA;NA;15310-01-7;benodnl;benodanil;Geldig
NA;NA;NA;NVT;DROOGLGG;Drooglegging;Geldig
NA;NA;NA;NVT;DROOGVLGD;Droogvallingsgraad;Geldig
NA;NA;NA;128639-02-1;carftznC2y;carfentrazon-ethyl;Geldig
NA;NA;NA;104030-54-8;carppAd;carpropamide;Geldig
NA;NA;NA;99-49-0;carvn;carvon;Geldig
NA;NA;NA;7778-18-9;CaSO4;calciumsulfaat;Geldig
NA;NA;NA;17804-35-2;benml;benomyl;Geldig
NA;NA;NA;14109-32-1;Cd109;cadmium 109;Geldig
NA;NA;NA;116412-83-0;CDMBP;4-chloor-3',4'-dimethoxybenzofenon;Geldig
NA;NA;NA;13982-30-4;Ce139;cerium 139;Geldig
NA;NA;NA;13967-74-3;Ce141;cerium 141;Geldig
NA;NA;NA;14762-78-8;Ce144;cerium 144;Geldig
NA;NA;NA;53994-73-3;cefcr;cefaclor;Geldig
NA;NA;NA;50370-12-2;cefdxl;cefadroxil;Geldig
