bodc_S27_id;nih_casnrURI;bodc_S27_altlable;CASnummer;aquo_parameter.code;aquo_parameter.omschrijving;Status
http://vocab.nerc.ac.uk/collection/S27/current/CS002772/;https://chem.nlm.nih.gov/chemidplus/rn/14331-85-2;231Pa;14331-85-2;Pa231;protactinium 231;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002773/;https://chem.nlm.nih.gov/chemidplus/rn/10098-97-2;90Sr;10098-97-2;Sr90;strontium 90;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002773/;https://chem.nlm.nih.gov/chemidplus/rn/10098-97-2;90Sr;10098-97-2;Sr90;strontium 90;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002774/;https://chem.nlm.nih.gov/chemidplus/rn/14274-82-9;228Th;14274-82-9;Th228;thorium 228;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002774/;https://chem.nlm.nih.gov/chemidplus/rn/14274-82-9;228Th;14274-82-9;Th228;thorium 228;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002775/;https://chem.nlm.nih.gov/chemidplus/rn/14269-63-7;230Th;14269-63-7;Th230;thorium 230;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002775/;https://chem.nlm.nih.gov/chemidplus/rn/14269-63-7;230Th;14269-63-7;Th230;thorium 230;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002776/;https://chem.nlm.nih.gov/chemidplus/rn/15065-10-8;234Th;15065-10-8;Th234;thorium 234;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002776/;https://chem.nlm.nih.gov/chemidplus/rn/15065-10-8;234Th;15065-10-8;Th234;thorium 234;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002778/;https://chem.nlm.nih.gov/chemidplus/rn/13966-29-5;234U;13966-29-5;U234;uranium 234;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002778/;https://chem.nlm.nih.gov/chemidplus/rn/13966-29-5;234U;13966-29-5;U234;uranium 234;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002779/;https://chem.nlm.nih.gov/chemidplus/rn/7782-44-7;O2;7782-44-7;O2;zuurstof;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002779/;https://chem.nlm.nih.gov/chemidplus/rn/7782-44-7;O2;7782-44-7;O2;zuurstof;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002780/;https://chem.nlm.nih.gov/chemidplus/rn/13994-20-2;237Np;13994-20-2;Np237;neptunium 237;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002780/;https://chem.nlm.nih.gov/chemidplus/rn/13994-20-2;237Np;13994-20-2;Np237;neptunium 237;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002781/;https://chem.nlm.nih.gov/chemidplus/rn/10028-17-8;3H;10028-17-8;H3;tritium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002781/;https://chem.nlm.nih.gov/chemidplus/rn/10028-17-8;3H;10028-17-8;H3;tritium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002782/;https://chem.nlm.nih.gov/chemidplus/rn/7440-52-0;Er;7440-52-0;Er;erbium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002782/;https://chem.nlm.nih.gov/chemidplus/rn/7440-52-0;Er;7440-52-0;Er;erbium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002783/;https://chem.nlm.nih.gov/chemidplus/rn/7440-45-1;Ce;7440-45-1;Ce;cerium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002783/;https://chem.nlm.nih.gov/chemidplus/rn/7440-45-1;Ce;7440-45-1;Ce;cerium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002784/;https://chem.nlm.nih.gov/chemidplus/rn/7429-91-6;Dy;7429-91-6;Dy;dysprosium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002784/;https://chem.nlm.nih.gov/chemidplus/rn/7429-91-6;Dy;7429-91-6;Dy;dysprosium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002785/;https://chem.nlm.nih.gov/chemidplus/rn/7440-60-0;Ho;7440-60-0;Ho;holmium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002785/;https://chem.nlm.nih.gov/chemidplus/rn/7440-60-0;Ho;7440-60-0;Ho;holmium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002786/;https://chem.nlm.nih.gov/chemidplus/rn/7440-10-0;Pr;7440-10-0;Pr;praseodymium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002786/;https://chem.nlm.nih.gov/chemidplus/rn/7440-10-0;Pr;7440-10-0;Pr;praseodymium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002787/;https://chem.nlm.nih.gov/chemidplus/rn/7440-27-9;Tb;7440-27-9;Tb;terbium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002787/;https://chem.nlm.nih.gov/chemidplus/rn/7440-27-9;Tb;7440-27-9;Tb;terbium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002788/;https://chem.nlm.nih.gov/chemidplus/rn/7439-91-0;La;7439-91-0;La;lanthaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002788/;https://chem.nlm.nih.gov/chemidplus/rn/7439-91-0;La;7439-91-0;La;lanthaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002789/;https://chem.nlm.nih.gov/chemidplus/rn/7440-00-8;Nd;7440-00-8;Nd;neodymium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002789/;https://chem.nlm.nih.gov/chemidplus/rn/7440-00-8;Nd;7440-00-8;Nd;neodymium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002790/;https://chem.nlm.nih.gov/chemidplus/rn/7440-53-1;Eu;7440-53-1;Eu;europium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002790/;https://chem.nlm.nih.gov/chemidplus/rn/7440-53-1;Eu;7440-53-1;Eu;europium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002791/;https://chem.nlm.nih.gov/chemidplus/rn/7440-64-4;Yb;7440-64-4;Yb;ytterbium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002791/;https://chem.nlm.nih.gov/chemidplus/rn/7440-64-4;Yb;7440-64-4;Yb;ytterbium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002792/;https://chem.nlm.nih.gov/chemidplus/rn/7440-54-2;Gd;7440-54-2;Gd;gadolinium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002792/;https://chem.nlm.nih.gov/chemidplus/rn/7440-54-2;Gd;7440-54-2;Gd;gadolinium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002793/;https://chem.nlm.nih.gov/chemidplus/rn/7440-19-9;Sm;7440-19-9;Sm;samarium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002793/;https://chem.nlm.nih.gov/chemidplus/rn/7440-19-9;Sm;7440-19-9;Sm;samarium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002794/;https://chem.nlm.nih.gov/chemidplus/rn/7439-94-3;Lu;7439-94-3;Lu;lutetium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002794/;https://chem.nlm.nih.gov/chemidplus/rn/7439-94-3;Lu;7439-94-3;Lu;lutetium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002795/;https://chem.nlm.nih.gov/chemidplus/rn/7440-30-4;Tm;7440-30-4;Tm;thulium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002795/;https://chem.nlm.nih.gov/chemidplus/rn/7440-30-4;Tm;7440-30-4;Tm;thulium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002798/;https://chem.nlm.nih.gov/chemidplus/rn/10024-97-2;N2O;10024-97-2;N2O;distikstofoxide (lachgas);Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002802/;https://chem.nlm.nih.gov/chemidplus/rn/1024-57-3;NA;1024-57-3;cHpClepO;cis-heptachloorepoxide;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002837/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002862/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in organic_C;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002863/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in inorganic_C;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002865/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in CO2;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002868/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in CH4;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002871/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in total_C;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002872/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in HCO3-;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002873/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in cholesterol;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002874/;https://chem.nlm.nih.gov/chemidplus/rn/14762-74-4;13C in brassicasterol;14762-74-4;C13;koolstof 13;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002877/;https://chem.nlm.nih.gov/chemidplus/rn/14797-65-0;NO2-;14797-65-0;NO2;nitriet;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002877/;https://chem.nlm.nih.gov/chemidplus/rn/14797-65-0;NO2-;14797-65-0;NO2;nitriet;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002878/;https://chem.nlm.nih.gov/chemidplus/rn/2551-62-4;SF6 sulphur hexafluoride;2551-62-4;SF6;zwavelhexafluoride;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002879/;https://chem.nlm.nih.gov/chemidplus/rn/14797-55-8;NO3-;14797-55-8;NO3;nitraat;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002879/;https://chem.nlm.nih.gov/chemidplus/rn/14797-55-8;NO3-;14797-55-8;NO3;nitraat;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002883/;https://chem.nlm.nih.gov/chemidplus/rn/7440-38-2;inorganic_As;7440-38-2;As;arseen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002883/;https://chem.nlm.nih.gov/chemidplus/rn/7440-38-2;inorganic_As;7440-38-2;As;arseen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002884/;https://chem.nlm.nih.gov/chemidplus/rn/7440-66-6;inorganic_Zn;7440-66-6;Zn;zink;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002884/;https://chem.nlm.nih.gov/chemidplus/rn/7440-66-6;inorganic_Zn;7440-66-6;Zn;zink;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002885/;https://chem.nlm.nih.gov/chemidplus/rn/7440-43-9;labile_Cd;7440-43-9;Cd;cadmium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002885/;https://chem.nlm.nih.gov/chemidplus/rn/7440-43-9;labile_Cd;7440-43-9;Cd;cadmium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002886/;https://chem.nlm.nih.gov/chemidplus/rn/7440-48-4;labile_Co;7440-48-4;Co;kobalt;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002886/;https://chem.nlm.nih.gov/chemidplus/rn/7440-48-4;labile_Co;7440-48-4;Co;kobalt;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002887/;https://chem.nlm.nih.gov/chemidplus/rn/7440-48-4;ligand-complexed_Co;7440-48-4;Co;kobalt;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002888/;https://chem.nlm.nih.gov/chemidplus/rn/7440-66-6;ligand-complexed_Zn;7440-66-6;Zn;zink;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002892/;https://chem.nlm.nih.gov/chemidplus/rn/7440-62-2;soluble_V;7440-62-2;V;vanadium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002893/;https://chem.nlm.nih.gov/chemidplus/rn/7440-66-6;soluble_Zn;7440-66-6;Zn;zink;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002894/;https://chem.nlm.nih.gov/chemidplus/rn/7440-44-0;TCO2;7440-44-0;C;koolstof;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002894/;https://chem.nlm.nih.gov/chemidplus/rn/7440-44-0;TCO2;7440-44-0;C;koolstof;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002896/;https://chem.nlm.nih.gov/chemidplus/rn/479-61-8;chl-a;479-61-8;CHLFa;chlorofyl-a;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002896/;https://chem.nlm.nih.gov/chemidplus/rn/479-61-8;chl-a;479-61-8;CHLFa;chlorofyl-a;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002904/;https://chem.nlm.nih.gov/chemidplus/rn/7440-23-5;Na;7440-23-5;Na;natrium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002904/;https://chem.nlm.nih.gov/chemidplus/rn/7440-23-5;Na;7440-23-5;Na;natrium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002905/;https://chem.nlm.nih.gov/chemidplus/rn/16887-00-6;Cl-;16887-00-6;Cl;chloride;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002912/;https://chem.nlm.nih.gov/chemidplus/rn/67-68-5;DMSO;67-68-5;DC1ySO;dimethylsulfoxide;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002913/;https://chem.nlm.nih.gov/chemidplus/rn/1783-84-2;dihomo-gamma-linolenic acid C20:3FA;1783-84-2;c81114C20aTz;cis-8,11,14-eicosatrieenzuur;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002915/;https://chem.nlm.nih.gov/chemidplus/rn/15438-31-0;Fe2+ divalent iron;15438-31-0;FeII;ijzer (tweewaardig);Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002915/;https://chem.nlm.nih.gov/chemidplus/rn/15438-31-0;Fe2+ divalent iron;15438-31-0;FeII;ijzer (tweewaardig);Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002918/;https://chem.nlm.nih.gov/chemidplus/rn/7440-32-6;Ti;7440-32-6;Ti;titaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002918/;https://chem.nlm.nih.gov/chemidplus/rn/7440-32-6;Ti;7440-32-6;Ti;titaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002919/;https://chem.nlm.nih.gov/chemidplus/rn/7440-55-3;Ga;7440-55-3;Ga;gallium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002919/;https://chem.nlm.nih.gov/chemidplus/rn/7440-55-3;Ga;7440-55-3;Ga;gallium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002920/;https://chem.nlm.nih.gov/chemidplus/rn/74-82-8;CH4;74-82-8;C1a;methaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002920/;https://chem.nlm.nih.gov/chemidplus/rn/74-82-8;CH4;74-82-8;C1a;methaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002921/;https://chem.nlm.nih.gov/chemidplus/rn/7440-70-2;Ca;7440-70-2;Ca;calcium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002921/;https://chem.nlm.nih.gov/chemidplus/rn/7440-70-2;Ca;7440-70-2;Ca;calcium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002922/;https://chem.nlm.nih.gov/chemidplus/rn/20461-54-5;I-;20461-54-5;I;jodide;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002923/;https://chem.nlm.nih.gov/chemidplus/rn/7440-09-7;K;7440-09-7;K;kalium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002923/;https://chem.nlm.nih.gov/chemidplus/rn/7440-09-7;K;7440-09-7;K;kalium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002924/;https://chem.nlm.nih.gov/chemidplus/rn/7722-84-1;H2O2;7722-84-1;H2O2;waterstofperoxide;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002929/;https://chem.nlm.nih.gov/chemidplus/rn/75-71-8;CFC-12;75-71-8;CFK12;dichloordifluormethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002935/;https://chem.nlm.nih.gov/chemidplus/rn/76-13-1;CFC-113;76-13-1;CFK113;1,1,2-trichloor-1,2,2-trifluorethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002939/;https://chem.nlm.nih.gov/chemidplus/rn/75-50-3;NA;75-50-3;TC1yAe;trimethylamine;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002940/;https://chem.nlm.nih.gov/chemidplus/rn/544-64-9;myristoleic acid;544-64-9;myrslinzr;myristoleinezuur;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002944/;https://chem.nlm.nih.gov/chemidplus/rn/75-04-7;ethanamine;75-04-7;C2yAe;ethylamine;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002950/;https://chem.nlm.nih.gov/chemidplus/rn/7440-01-9;Ne;7440-01-9;Ne;neon;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002955/;https://chem.nlm.nih.gov/chemidplus/rn/124-40-3;NA;124-40-3;DC1yAe;dimethylamine;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002961/;https://chem.nlm.nih.gov/chemidplus/rn/75-69-4;CFC-11;75-69-4;CFK11;trichloorfluormethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002962/;https://chem.nlm.nih.gov/chemidplus/rn/7440-36-0;Sb;7440-36-0;Sb;antimoon;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002962/;https://chem.nlm.nih.gov/chemidplus/rn/7440-36-0;Sb;7440-36-0;Sb;antimoon;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002963/;https://chem.nlm.nih.gov/chemidplus/rn/7440-69-9;Bi;7440-69-9;Bi;bismut;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002966/;https://chem.nlm.nih.gov/chemidplus/rn/7370-49-2;C22:2FA cis 13,16;7370-49-2;c1316C22aDzr;cis-13,16-docosadieenzuur;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002976/;https://chem.nlm.nih.gov/chemidplus/rn/14808-79-8;SO4(2-) sulphate;14808-79-8;SO4;sulfaat;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002979/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;Th;7440-29-1;Th;thorium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002979/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;Th;7440-29-1;Th232;thorium 232;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002979/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;Th;7440-29-1;Th;thorium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002979/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;Th;7440-29-1;Th232;thorium 232;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002980/;https://chem.nlm.nih.gov/chemidplus/rn/74-88-4;methyl iodide CH3I;74-88-4;IC1a;joodmethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002981/;https://chem.nlm.nih.gov/chemidplus/rn/7439-95-4;Mg;7439-95-4;Mg;magnesium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002981/;https://chem.nlm.nih.gov/chemidplus/rn/7439-95-4;Mg;7439-95-4;Mg;magnesium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002982/;https://chem.nlm.nih.gov/chemidplus/rn/75-18-3;DMS;75-18-3;DC1yS;dimethylsulfide;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002990/;https://chem.nlm.nih.gov/chemidplus/rn/7440-65-5;Y;7440-65-5;Y;yttrium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002990/;https://chem.nlm.nih.gov/chemidplus/rn/7440-65-5;Y;7440-65-5;Y;yttrium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002991/;https://chem.nlm.nih.gov/chemidplus/rn/7429-90-5;Al;7429-90-5;Al;aluminium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS002991/;https://chem.nlm.nih.gov/chemidplus/rn/7429-90-5;Al;7429-90-5;Al;aluminium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003001/;https://chem.nlm.nih.gov/chemidplus/rn/75-25-2;CHBr3 bromoform;75-25-2;TBrC1a;tribroommethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003002/;https://chem.nlm.nih.gov/chemidplus/rn/630-08-0;CO;630-08-0;CMO;koolmonoxide;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003003/;https://chem.nlm.nih.gov/chemidplus/rn/7439-98-7;Mo;7439-98-7;Mo;molybdeen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003003/;https://chem.nlm.nih.gov/chemidplus/rn/7439-98-7;Mo;7439-98-7;Mo;molybdeen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003004/;https://chem.nlm.nih.gov/chemidplus/rn/7440-31-5;Sn;7440-31-5;Sn;tin;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003004/;https://chem.nlm.nih.gov/chemidplus/rn/7440-31-5;Sn;7440-31-5;Sn;tin;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003005/;https://chem.nlm.nih.gov/chemidplus/rn/7440-59-7;He;7440-59-7;He;helium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003006/;https://chem.nlm.nih.gov/chemidplus/rn/519-62-0;chl-b;519-62-0;CHLFb;chlorofyl-b;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003006/;https://chem.nlm.nih.gov/chemidplus/rn/519-62-0;chl-b;519-62-0;CHLFb;chlorofyl-b;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003009/;https://chem.nlm.nih.gov/chemidplus/rn/74-89-5;NA;74-89-5;MC1yAe;monomethylamine;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003012/;https://chem.nlm.nih.gov/chemidplus/rn/14762-75-5;14C;14762-75-5;C14;koolstof 14;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003012/;https://chem.nlm.nih.gov/chemidplus/rn/14762-75-5;14C;14762-75-5;C14;koolstof 14;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003013/;https://chem.nlm.nih.gov/chemidplus/rn/56-23-5;CCl4 carbon tetrachloride;56-23-5;T4ClC1a;tetrachloormethaan (tetra);Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003032/;https://chem.nlm.nih.gov/chemidplus/rn/74-97-5;NA;74-97-5;halon1011;broomchloormethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003033/;https://chem.nlm.nih.gov/chemidplus/rn/67-66-3;chloroform;67-66-3;TClC1a;trichloormethaan (chloroform);Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003034/;https://chem.nlm.nih.gov/chemidplus/rn/74-95-3;NA;74-95-3;DBrC1a;dibroommethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003035/;https://chem.nlm.nih.gov/chemidplus/rn/75-27-4;NA;75-27-4;DClBrC1a;dichloorbroommethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003036/;https://chem.nlm.nih.gov/chemidplus/rn/124-48-1;NA;124-48-1;DBrClC1a;dibroomchloormethaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003037/;https://chem.nlm.nih.gov/chemidplus/rn/78-79-5;isoprene;78-79-5;ipn;isopreen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003037/;https://chem.nlm.nih.gov/chemidplus/rn/78-79-5;isoprene;78-79-5;ipn;isopreen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003038/;https://chem.nlm.nih.gov/chemidplus/rn/80-56-8;NA;80-56-8;apnn;alfa-pineen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003041/;https://chem.nlm.nih.gov/chemidplus/rn/13466-78-9;NA;13466-78-9;3carn;3-careen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003043/;https://chem.nlm.nih.gov/chemidplus/rn/138-86-3;NA;138-86-3;limnn;limoneen;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003047/;https://chem.nlm.nih.gov/chemidplus/rn/7439-91-0;labile_La;7439-91-0;La;lanthaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003047/;https://chem.nlm.nih.gov/chemidplus/rn/7439-91-0;labile_La;7439-91-0;La;lanthaan;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003048/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;labile_Th;7440-29-1;Th;thorium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003048/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;labile_Th;7440-29-1;Th232;thorium 232;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003048/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;labile_Th;7440-29-1;Th;thorium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003048/;https://chem.nlm.nih.gov/chemidplus/rn/7440-29-1;labile_Th;7440-29-1;Th232;thorium 232;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003049/;https://chem.nlm.nih.gov/chemidplus/rn/7440-65-5;labile_Y;7440-65-5;Y;yttrium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003049/;https://chem.nlm.nih.gov/chemidplus/rn/7440-65-5;labile_Y;7440-65-5;Y;yttrium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003051/;https://chem.nlm.nih.gov/chemidplus/rn/7440-63-3;Xe;7440-63-3;Xe;xenon;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003052/;https://chem.nlm.nih.gov/chemidplus/rn/7439-90-9;Kr;7439-90-9;Kr;krypton;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003053/;https://chem.nlm.nih.gov/chemidplus/rn/7440-41-7;7Be;7440-41-7;Be;beryllium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003053/;https://chem.nlm.nih.gov/chemidplus/rn/7440-41-7;7Be;7440-41-7;Be;beryllium;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003054/;https://chem.nlm.nih.gov/chemidplus/rn/7440-37-1;Ar;7440-37-1;Ar;argon;Geldig
http://vocab.nerc.ac.uk/collection/S27/current/CS003056/;https://chem.nlm.nih.gov/chemidplus/rn/15584-04-0;AsO4(3−);15584-04-0;AsO4;arsenaat;Geldig
